yearType,year,serial,state,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
calendar,2005,1,ANDAMAN & NICOBAR ISLAND,79,187,132,201,203,234,127,166,101,721,507,312,2970
calendar,2005,2,ANDHRA PRADESH,19035,27032,27033,22363,20976,23371,24405,22233,23403,21809,23301,17584,272545
calendar,2005,3,ARUNACHAL PRADESH,222,233,244,271,338,305,299,228,262,319,213,256,3190
calendar,2005,4,ASSAM,3640,3438,4150,4300,4284,4442,4275,4368,4664,6058,5269,4731,53619
calendar,2005,5,BIHAR,1245,1272,2121,1432,1607,1572,1904,1880,2046,1714,1641,2299,20733
calendar,2005,6,CHANDIGARH,1495,1420,1550,1366,1800,1462,1337,1401,1674,1481,1522,2126,18634
calendar,2005,7,CHHATTISGARH,8008,7458,7891,6880,8764,7978,8005,7369,7440,9602,12018,10581,101994
calendar,2005,8,DELHI,30626,28827,31008,25404,28500,27201,28269,29734,25049,38738,33734,25289,352379
calendar,2005,9,GOA,2222,1864,2314,1849,1525,1160,1108,1599,2480,3006,2219,2196,23542
calendar,2005,10,GUJARAT,23346,24868,25180,22842,22209,19859,18976,22477,22805,38685,33107,23274,297628
calendar,2005,11,HARYANA,14393,16232,22537,18617,20877,22861,22066,21954,22186,19475,23092,23901,248191
calendar,2005,12,HIMACHAL PRADESH,3057,3202,3196,2982,3696,3691,3694,3515,3249,3423,4205,3266,41176
calendar,2005,13,JAMMU AND KASHMIR,741,1002,1131,1315,1443,1304,1568,1473,1338,1053,1160,1187,14715
calendar,2005,14,JHARKHAND,8374,8184,7628,7920,9984,11537,10981,10033,10748,12998,15433,14704,128524
calendar,2005,15,KARNATAKA,71124,64122,75376,60301,62286,65053,54804,62066,64839,69077,67059,49821,765928
calendar,2005,16,KERALA,32762,29225,30540,30587,31885,27872,27442,31898,44115,33968,25587,32265,378146
calendar,2005,17,LADAKH,11,11,6,1,31,22,35,100,97,65,78,63,520
calendar,2005,18,LAKSHADWEEP,35,43,59,21,53,56,41,60,47,42,55,51,563
calendar,2005,19,MADHYA PRADESH,33938,39401,37028,33136,35865,34059,29172,26978,30047,33864,48194,44877,426559
calendar,2005,20,MAHARASHTRA,32662,26048,28904,27898,24297,22332,20654,22581,26110,44197,36604,29070,341357
calendar,2005,21,MANIPUR,809,885,1025,781,993,612,538,610,690,673,841,966,9423
calendar,2005,22,MEGHALAYA,1142,1242,1223,1067,1096,900,1245,1099,1188,1097,1194,1199,13692
calendar,2005,23,MIZORAM,465,488,634,600,679,635,607,557,767,615,571,643,7261
calendar,2005,24,NAGALAND,589,564,819,758,810,734,776,686,738,639,830,719,8662
calendar,2005,25,ODISHA,16209,15973,17506,15536,17144,16675,16553,15200,14585,19625,18924,18302,202232
calendar,2005,26,PUDUCHERRY,2885,2554,3484,2242,2419,2644,2731,3188,3036,2687,2127,2018,32015
calendar,2005,27,PUNJAB,19290,21764,23846,18749,28345,21587,19587,22806,25170,22765,22879,21548,268336
calendar,2005,28,RAJASTHAN,15448,16617,17669,17989,19873,20862,20364,19700,18045,34104,26915,20264,247850
calendar,2005,29,SIKKIM,94,82,104,62,50,60,54,47,60,38,27,91,769
calendar,2005,30,TAMIL NADU,34509,35360,38883,33985,31950,35242,35236,37764,38706,33957,36340,33406,425338
calendar,2005,31,TELANGANA,9432,10614,10872,10050,8839,10411,10609,10181,10201,11291,12076,10765,125341
calendar,2005,32,TRIPURA,839,970,975,777,1052,1042,1082,987,1079,985,1062,782,11632
calendar,2005,33,UT OF DNH AND DD,878,878,818,731,784,744,648,635,598,882,941,1012,9549
calendar,2005,34,UTTARAKHAND,4434,3957,4168,3621,4558,4783,3860,3785,4081,4963,5968,4519,52697
calendar,2005,35,UTTAR PRADESH,61999,64079,64189,58407,76839,78380,61227,58492,51274,59178,71993,63517,769574
calendar,2005,36,WEST BENGAL,17785,16586,19767,15928,19565,17909,17473,17876,17828,19032,20537,20595,220881
