yearType,year,serial,vehicle_class,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
calendar,2023,37,MOBILE WORKSHOP,2,8,1,5,17,8,3,4,1,6,2,3,60
calendar,2023,38,MOPED,26001,25739,30410,26457,28965,27564,27295,27026,29341,31544,41332,27508,349182
calendar,2023,39,MOTOR CAB,16033,12222,18507,16254,17878,18706,20921,25294,23176,23386,21094,19561,233032
calendar,2023,40,MOTOR CAR,348764,292124,333171,283161,297910,293080,278636,308027,325453,349322,365945,291612,3767205
calendar,2023,41,MOTOR CARAVAN,0,0,0,0,0,2,0,1,0,0,0,0,3
calendar,2023,42,MOTOR CYCLE/SCOOTER-SIDECAR(T),13,7,10,6,5,3,4,7,7,19,11,7,99
calendar,2023,43,MOTOR CYCLE/SCOOTER-USED FOR HIRE,1222,1044,1356,1272,1618,1238,1164,1211,2605,1747,1726,1818,18021
calendar,2023,44,MOTOR CYCLE/SCOOTER-WITH TRAILER,0,0,0,0,1,0,40,0,0,0,0,0,41
calendar,2023,45,MOTORISED CYCLE (CC > 25CC),18770,18004,19961,16912,18060,15971,15135,14624,15714,17360,24350,15198,210059
calendar,2023,46,OMNI BUS,305,270,387,238,266,305,334,561,373,419,359,344,4161
calendar,2023,47,OMNI BUS (PRIVATE USE),186,260,329,331,436,1397,783,774,653,809,718,498,7174
calendar,2023,48,POWER TILLER,1,0,1,0,0,0,0,0,0,0,0,0,2
calendar,2023,49,PRIVATE SERVICE VEHICLE,392,237,386,270,299,388,324,332,320,313,395,312,3968
calendar,2023,50,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),26,48,95,44,111,407,315,305,182,169,156,131,1989
calendar,2023,51,PULLER TRACTOR,0,0,0,0,0,2,0,0,0,0,0,0,2
calendar,2023,52,QUADRICYCLE (COMMERCIAL),47,70,50,50,45,41,54,58,49,58,47,43,612
calendar,2023,53,QUADRICYCLE (PRIVATE),5,0,4,3,9,4,5,2,2,5,0,2,41
calendar,2023,54,RECOVERY VEHICLE,11,19,28,13,16,18,12,21,16,8,14,11,187
calendar,2023,55,ROAD ROLLER,30,29,47,16,22,13,25,22,28,42,24,23,321
calendar,2023,56,SCHOOL BUS,0,0,0,1,0,0,0,0,0,0,0,0,1
calendar,2023,57,SEMI-TRAILER (COMMERCIAL),0,0,0,8,22,17,0,32,20,26,1,0,126
calendar,2023,58,SNORKED LADDERS,0,2,1,1,1,1,1,0,1,0,1,1,10
calendar,2023,59,THREE WHEELER (GOODS),9073,9667,12081,9117,9151,9255,10244,10326,10153,11676,11181,10204,122128
calendar,2023,60,THREE WHEELER (PASSENGER),33357,36888,41240,33472,36402,41946,45267,48671,49734,53884,51160,42102,514123
calendar,2023,61,THREE WHEELER (PERSONAL),62,64,87,63,77,87,87,105,89,81,107,90,999
calendar,2023,62,TOWER WAGON,2,0,0,1,1,0,5,2,5,3,0,4,23
calendar,2023,63,TOW TRUCK,10,3,6,8,6,11,5,11,7,6,8,5,86
calendar,2023,64,TRACTOR (COMMERCIAL),5918,6337,7094,5836,6207,6895,7052,6068,5891,7242,7134,6913,78587
calendar,2023,65,TRACTOR-TROLLEY(COMMERCIAL),590,421,400,354,762,1238,760,775,578,451,465,715,7509
calendar,2023,66,TRAILER (AGRICULTURAL),3749,4059,4479,4106,3490,3658,3527,3491,3381,4111,3514,4442,46007
calendar,2023,67,TRAILER (COMMERCIAL),2335,2843,2983,2450,2255,1992,1816,2002,1672,1979,1871,2199,26397
calendar,2023,68,TRAILER FOR PERSONAL USE,0,0,1,3,0,1,0,0,0,0,0,1,6
calendar,2023,69,VEHICLE FITTED WITH COMPRESSOR,13,25,28,19,20,16,11,4,14,20,16,11,197
calendar,2023,70,VEHICLE FITTED WITH GENERATOR,11,3,8,6,12,12,14,7,7,10,14,12,116
calendar,2023,71,VEHICLE FITTED WITH RIG,28,10,14,8,11,14,6,10,13,23,20,21,178
