yearType,year,serial,vehicle_class,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
calendar,2025,1,ADAPTED VEHICLE,2027,2930,6618,2070,1981,1166,1348,1015,1289,1068,2265,4477,28254
calendar,2025,2,AGRICULTURAL TRACTOR,88654,61586,68931,56720,67291,72751,83084,80570,61327,67001,119104,108951,935970
calendar,2025,3,AMBULANCE,1258,1135,2116,2395,1331,1278,1523,1096,1076,997,1024,1207,16436
calendar,2025,4,ANIMAL AMBULANCE,6,7,9,5,6,15,8,10,16,60,15,17,174
calendar,2025,5,ARMOURED/SPECIALISED VEHICLE,9,3,4,8,5,6,9,30,1,4,0,23,102
calendar,2025,6,ARTICULATED VEHICLE,2826,2643,3458,3844,2554,2222,2308,1851,2050,2500,2909,2736,31901
calendar,2025,7,AUXILIARY TRAILER,1,1,1,1,37,143,50,54,72,9,2,7,378
calendar,2025,8,BREAKDOWN VAN,5,3,6,4,2,3,3,2,3,0,3,3,37
calendar,2025,9,BULLDOZER,0,3,2,0,0,0,0,0,0,0,1,0,6
calendar,2025,10,BUS,6176,5806,7244,7403,7796,7540,7802,7769,5539,5743,5069,5896,79783
calendar,2025,11,CAMPER VAN / TRAILER,44,76,30,57,44,30,23,33,37,36,29,34,473
calendar,2025,12,CAMPER VAN / TRAILER (PRIVATE USE),58,42,69,60,71,97,87,57,56,85,68,55,805
calendar,2025,13,CASH VAN,27,35,93,45,83,50,35,30,43,52,50,48,591
calendar,2025,14,CONSTRUCTION EQUIPMENT VEHICLE,5437,4271,5200,4050,3809,5891,2317,2398,2881,3689,3898,4096,47937
calendar,2025,15,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),887,745,817,754,754,960,425,433,514,668,529,469,7955
calendar,2025,16,CRANE MOUNTED VEHICLE,1051,755,1030,805,726,982,514,470,498,519,526,630,8506
calendar,2025,17,DUMPER,1167,1083,1021,1066,822,638,656,481,546,1048,1126,1089,10743
calendar,2025,18,EARTH MOVING EQUIPMENT,635,501,625,504,460,478,296,317,393,569,389,380,5547
calendar,2025,19,EDUCATIONAL INSTITUTION BUS,1202,1260,2150,3137,3704,5609,4539,3347,1887,1568,1312,1156,30871
calendar,2025,20,E-RICKSHAW(P),38819,32340,36060,39503,40619,35326,39776,36955,34070,37089,48830,57470,476857
calendar,2025,21,E-RICKSHAW WITH CART (G),5743,6381,7194,7446,7960,6841,6888,6216,6035,6985,8149,7613,83451
calendar,2025,22,EXCAVATOR (COMMERCIAL),3,2,3,8,6,12,5,8,6,5,8,7,73
calendar,2025,23,EXCAVATOR (NT),868,709,722,515,395,516,192,286,396,618,488,501,6206
calendar,2025,24,FIRE FIGHTING VEHICLE,55,49,32,66,77,23,52,90,103,42,28,31,648
calendar,2025,25,FIRE TENDERS,41,29,46,37,62,35,16,34,20,31,28,22,401
calendar,2025,26,FORK LIFT,193,155,191,137,129,226,81,73,67,70,69,88,1479
calendar,2025,27,GOODS CARRIER,82369,67772,74570,69849,61635,58853,61859,62948,62379,99088,83407,73617,858346
calendar,2025,28,HARVESTER,1513,1886,2416,1421,1478,1013,947,1324,1769,1880,1815,1934,19396
calendar,2025,29,HEARSES,69,68,17,19,21,22,23,17,53,16,10,46,381
calendar,2025,30,LIBRARY VAN,0,0,3,0,0,2,1,2,2,0,0,6,16
calendar,2025,31,LUXURY CAB,67,146,152,67,39,41,52,48,60,55,57,48,832
calendar,2025,32,MAXI CAB,2519,2227,2642,2731,2119,1917,2669,2342,1720,2793,2473,2189,28341
calendar,2025,33,M-CYCLE/SCOOTER,1547694,1371197,1526176,1704208,1671057,1465637,1375887,1390443,1304811,3149597,2578854,1350163,20435724
calendar,2025,34,M-CYCLE/SCOOTER-WITH SIDE CAR,397,341,473,510,622,347,304,320,307,974,711,348,5654
calendar,2025,35,MOBILE CANTEEN,3,1,5,2,0,4,4,4,11,10,7,1,52
calendar,2025,36,MOBILE CLINIC,13,26,31,39,32,19,37,66,182,31,75,27,578
calendar,2025,37,MOBILE WORKSHOP,5,5,1,9,4,7,6,2,2,0,7,3,51
calendar,2025,38,MOPED,29636,26197,28677,29782,29149,28269,28291,28368,26359,60854,43551,27030,386163
calendar,2025,39,MOTOR CAB,34806,23659,25366,27223,24573,24601,28834,28721,23332,36806,28708,24617,331246
calendar,2025,40,MOTOR CAR,458916,295485,339477,345113,297292,291027,315963,313455,296278,550027,393407,372557,4268997
calendar,2025,41,MOTOR CARAVAN,1,0,0,0,0,1,0,0,0,1,0,0,3
calendar,2025,42,MOTOR CYCLE/SCOOTER-SIDECAR(T),7,6,8,11,5,3,12,7,7,13,6,13,98
calendar,2025,43,MOTOR CYCLE/SCOOTER-USED FOR HIRE,1567,1167,2721,1871,1713,1867,1938,1998,2710,2122,2740,2886,25300
calendar,2025,44,MOTORISED CYCLE (CC > 25CC),12202,11809,12937,13915,13042,12242,11306,11338,10888,26232,19134,10917,165962
calendar,2025,45,OMNI BUS,549,550,585,573,489,408,509,575,398,457,415,470,5978
calendar,2025,46,OMNI BUS (PRIVATE USE),1195,1089,866,819,657,647,776,829,650,1125,749,798,10200
calendar,2025,47,PRIVATE SERVICE VEHICLE,500,411,499,549,557,597,491,552,496,453,494,376,5975
calendar,2025,48,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),118,133,160,162,157,191,192,225,189,261,221,217,2226
calendar,2025,49,PULLER TRACTOR,5,0,3,2,2,1,2,0,3,0,3,3,24
calendar,2025,50,QUADRICYCLE (COMMERCIAL),7,5,5,4,5,3,5,2,2,2,2,0,42
calendar,2025,51,QUADRICYCLE (PRIVATE),2,0,1,1,0,0,2,0,0,0,1,1,8
calendar,2025,52,RECOVERY VEHICLE,22,25,21,13,33,27,27,14,18,21,35,17,273
calendar,2025,53,ROAD ROLLER,29,15,25,20,18,37,10,12,10,14,12,19,221
calendar,2025,54,SCHOOL BUS,3,0,7,5,17,54,71,36,27,19,18,9,266
calendar,2025,55,SEMI-TRAILER (COMMERCIAL),8,2,42,29,21,22,30,46,78,45,63,48,434
calendar,2025,56,SNORKED LADDERS,0,0,2,1,0,1,0,0,1,0,0,0,5
calendar,2025,57,THREE WHEELER (GOODS),12729,11450,11627,10892,10767,9998,10453,10235,10069,16119,14080,11795,140214
calendar,2025,58,THREE WHEELER (PASSENGER),52687,47095,47627,44710,48206,51778,57954,59018,58139,75598,66477,53302,662591
calendar,2025,59,THREE WHEELER (PERSONAL),87,72,89,142,136,94,94,128,138,244,147,113,1484
calendar,2025,60,TOWER WAGON,0,4,1,13,1,4,1,2,2,0,0,0,28
calendar,2025,61,TOW TRUCK,17,11,10,16,18,13,16,16,16,10,10,10,163
calendar,2025,62,TRACTOR (COMMERCIAL),5741,5087,5880,4976,5972,6691,7573,5350,4513,8021,8803,7245,75852
calendar,2025,63,TRACTOR-TROLLEY(COMMERCIAL),359,248,229,261,287,260,212,159,125,178,252,326,2896
calendar,2025,64,TRAILER (AGRICULTURAL),5020,3997,5166,4303,3678,3392,3351,3454,4803,5217,6323,5991,54695
calendar,2025,65,TRAILER (COMMERCIAL),2264,2242,2371,1823,1532,1534,1408,1471,1497,1596,2215,2542,22495
calendar,2025,66,TRAILER FOR PERSONAL USE,4,4,2,45,2,0,1,0,1,1,1,0,61
calendar,2025,67,TREE TRIMMING VEHICLE,0,0,0,0,0,0,0,2,0,0,1,0,3
calendar,2025,68,VEHICLE FITTED WITH COMPRESSOR,15,15,25,19,25,12,9,7,11,16,22,19,195
calendar,2025,69,VEHICLE FITTED WITH GENERATOR,10,13,23,6,19,17,9,6,26,3,10,17,159
calendar,2025,70,VEHICLE FITTED WITH RIG,84,70,70,50,44,30,38,24,31,25,44,38,548
calendar,2025,71,VINTAGE MOTOR VEHICLE,0,0,0,0,0,0,0,1,0,1,0,1,3
calendar,2025,72,X-RAY VAN,0,0,0,0,0,0,0,0,1,2,0,0,3
