yearType,year,serial,vehicle_class,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
calendar,2011,1,ADAPTED VEHICLE,182,148,184,154,140,195,182,189,173,179,204,189,2119
calendar,2011,2,AGRICULTURAL TRACTOR,29030,31017,37268,27117,28216,34257,34595,29412,30171,26912,36665,34511,379171
calendar,2011,3,AMBULANCE,630,595,767,618,773,708,629,697,763,579,643,586,7988
calendar,2011,4,ANIMAL AMBULANCE,5,4,0,0,3,0,1,1,2,3,2,2,23
calendar,2011,5,ARMOURED/SPECIALISED VEHICLE,0,0,1,0,0,0,1,0,0,0,0,0,2
calendar,2011,6,ARTICULATED VEHICLE,1064,1079,1893,1342,1154,1130,1100,1089,1201,1177,1373,1053,14655
calendar,2011,7,AUXILIARY TRAILER,1,1,1,1,1,6,4,6,5,0,0,1,27
calendar,2011,8,BREAKDOWN VAN,9,6,3,1,5,4,4,0,9,4,4,8,57
calendar,2011,9,BULLDOZER,5,2,9,1,3,3,3,1,1,1,3,7,39
calendar,2011,10,BUS,4624,4290,4930,4583,4992,5086,4991,4831,4489,4700,4517,4214,56247
calendar,2011,11,CAMPER VAN / TRAILER,9,11,9,10,8,5,11,8,8,21,12,10,122
calendar,2011,12,CAMPER VAN / TRAILER (PRIVATE USE),64,94,115,77,69,72,96,63,93,104,131,85,1063
calendar,2011,13,CASH VAN,14,17,11,15,17,32,12,37,27,15,26,19,242
calendar,2011,14,CONSTRUCTION EQUIPMENT VEHICLE,520,543,769,669,628,595,592,605,613,538,807,684,7563
calendar,2011,15,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),13,19,34,22,20,20,18,18,17,9,16,21,227
calendar,2011,16,CRANE MOUNTED VEHICLE,612,627,823,558,588,555,552,532,540,436,538,612,6973
calendar,2011,17,DUMPER,248,296,282,212,213,219,208,198,272,349,418,428,3343
calendar,2011,18,EARTH MOVING EQUIPMENT,849,945,1428,1033,1048,1130,1026,956,907,816,925,954,12017
calendar,2011,19,EDUCATIONAL INSTITUTION BUS,511,474,879,710,1168,2837,2423,2000,1386,818,845,830,14881
calendar,2011,20,E-RICKSHAW(P),6,4,2,0,4,2,4,4,4,2,3,5,40
calendar,2011,21,E-RICKSHAW WITH CART (G),0,0,1,1,0,0,0,0,1,0,1,0,4
calendar,2011,22,EXCAVATOR (COMMERCIAL),300,256,391,255,243,262,268,223,218,235,311,342,3304
calendar,2011,23,EXCAVATOR (NT),733,746,930,660,626,555,560,536,600,654,854,833,8287
calendar,2011,24,FIRE FIGHTING VEHICLE,20,12,19,19,16,24,15,23,20,17,19,20,224
calendar,2011,25,FIRE TENDERS,7,7,2,8,5,5,0,1,5,2,4,3,49
calendar,2011,26,FORK LIFT,56,61,64,77,66,54,84,73,71,82,88,98,874
calendar,2011,27,GOODS CARRIER,57126,55604,64804,53259,52081,51859,52997,52397,55431,57944,61329,53976,668807
calendar,2011,28,HARVESTER,594,618,930,630,406,521,356,417,584,360,502,409,6327
calendar,2011,29,HEARSES,14,10,16,7,18,27,17,14,9,16,8,8,164
calendar,2011,30,LIBRARY VAN,2,1,1,6,3,1,1,0,0,1,0,0,16
calendar,2011,31,LUXURY CAB,177,191,235,126,127,143,132,120,163,145,140,152,1851
calendar,2011,32,MAXI CAB,3335,3518,4317,3566,3519,3705,4444,4019,3912,3840,3978,4037,46190
calendar,2011,33,M-CYCLE/SCOOTER,905722,906228,1012428,884142,977950,1003445,946906,899996,921033,990008,1243210,932736,11623804
calendar,2011,34,M-CYCLE/SCOOTER-WITH SIDE CAR,735,1046,974,1512,1494,1635,1438,1315,1127,1380,2278,1216,16150
calendar,2011,35,MOBILE CANTEEN,7,6,6,4,0,2,5,2,2,1,6,1,42
calendar,2011,36,MOBILE CLINIC,10,2,6,9,5,5,39,11,29,5,38,43,202
calendar,2011,37,MOBILE WORKSHOP,6,4,3,1,4,4,2,5,2,2,3,2,38
calendar,2011,38,MODULAR HYDRAULIC TRAILER,0,0,0,0,2,0,0,0,1,0,0,0,3
calendar,2011,39,MOPED,37841,36967,40055,33419,37187,42020,40619,39298,41396,37011,49355,35509,470677
calendar,2011,40,MOTOR CAB,9764,8700,9769,7397,8152,8108,8123,8569,8810,9625,9750,9894,106661
calendar,2011,41,MOTOR CAR,230923,186923,221950,182543,189549,182063,173795,173270,176577,194344,222872,189543,2324352
calendar,2011,42,MOTOR CARAVAN,1,1,0,1,0,0,0,0,0,0,0,0,3
calendar,2011,43,MOTOR CYCLE/SCOOTER-SIDECAR(T),8,5,5,11,6,2,7,17,15,7,2,13,98
calendar,2011,44,MOTOR CYCLE/SCOOTER-USED FOR HIRE,124,86,103,75,69,119,72,170,183,239,394,324,1958
calendar,2011,45,MOTORISED CYCLE (CC > 25CC),1216,821,1712,1451,1303,1479,1516,1478,604,468,2915,1821,16784
calendar,2011,46,OMNI BUS,484,485,636,453,521,578,647,678,739,662,641,740,7264
calendar,2011,47,OMNI BUS (PRIVATE USE),3531,3286,3650,2692,2854,2976,3431,3221,3060,2523,3954,3256,38434
calendar,2011,48,POWER TILLER,6,2,6,1,3,6,3,3,0,4,4,1,39
calendar,2011,49,POWER TILLER (COMMERCIAL),18,26,36,24,26,45,56,33,57,45,26,25,417
calendar,2011,50,PRIVATE SERVICE VEHICLE,161,184,256,184,194,205,254,228,222,240,150,239,2517
calendar,2011,51,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),552,449,510,409,354,405,498,491,511,468,435,461,5543
calendar,2011,52,PULLER TRACTOR,1,6,9,2,1,2,3,3,3,1,3,0,34
calendar,2011,53,RECOVERY VEHICLE,30,34,43,26,24,34,25,25,33,31,26,29,360
calendar,2011,54,ROAD ROLLER,21,19,18,18,25,12,38,9,29,17,17,23,246
calendar,2011,55,SCHOOL BUS,0,1,0,0,1,0,0,1,3,0,1,0,7
calendar,2011,56,SEMI-TRAILER (COMMERCIAL),0,0,0,2,4,6,2,0,0,0,1,0,15
calendar,2011,57,SNORKED LADDERS,0,0,0,0,0,0,1,0,0,0,0,0,1
calendar,2011,58,THREE WHEELER (GOODS),7224,6756,7729,6142,6681,7272,7055,6641,6300,7136,8259,6627,83822
calendar,2011,59,THREE WHEELER (PASSENGER),31682,32566,33789,21968,26632,30466,31327,30923,32516,33169,35898,31337,372273
calendar,2011,60,THREE WHEELER (PERSONAL),2024,1369,1468,1047,1349,1507,1486,1427,1512,1672,1635,1601,18097
calendar,2011,61,TOWER WAGON,2,1,3,1,1,1,3,0,1,6,1,0,20
calendar,2011,62,TOW TRUCK,22,11,33,23,21,20,22,17,25,22,16,13,245
calendar,2011,63,TRACTOR (COMMERCIAL),4870,5693,7054,4503,4533,5206,5265,4368,5300,4372,6468,6208,63840
calendar,2011,64,TRACTOR-TROLLEY(COMMERCIAL),63,89,100,52,57,51,59,37,55,39,78,82,762
calendar,2011,65,TRAILER (AGRICULTURAL),4358,4955,6191,4016,3859,4814,5094,7517,4524,3910,5142,5549,59929
calendar,2011,66,TRAILER (COMMERCIAL),3094,3710,4623,3178,2913,3157,3018,2621,3203,2529,3506,3836,39388
calendar,2011,67,TRAILER FOR PERSONAL USE,77,102,112,50,58,65,108,291,45,69,66,74,1117
calendar,2011,68,TREE TRIMMING VEHICLE,2,3,2,2,0,1,0,1,0,1,1,0,13
calendar,2011,69,VEHICLE FITTED WITH COMPRESSOR,72,114,134,77,85,65,91,64,71,83,77,63,996
calendar,2011,70,VEHICLE FITTED WITH GENERATOR,51,87,54,53,44,37,39,38,44,30,54,36,567
