yearType,year,serial,vehicle_class,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
calendar,2017,1,ADAPTED VEHICLE,719,862,1454,1184,1115,1079,966,781,896,1238,1862,1415,13571
calendar,2017,2,AGRICULTURAL TRACTOR,30963,33802,56450,24966,33788,48048,58731,42236,35554,32637,51704,50556,499435
calendar,2017,3,AMBULANCE,939,762,1461,1268,1217,726,717,714,698,682,819,828,10831
calendar,2017,4,ANIMAL AMBULANCE,2,2,4,2,2,2,0,1,2,1,3,0,21
calendar,2017,5,ARMOURED/SPECIALISED VEHICLE,0,1,2,0,0,0,0,0,0,0,0,0,3
calendar,2017,6,ARTICULATED VEHICLE,1196,1533,4166,1713,884,1701,1447,1558,2973,2033,1643,2075,22922
calendar,2017,7,AUXILIARY TRAILER,0,0,3,0,7,22,91,121,139,11,41,202,637
calendar,2017,8,BREAKDOWN VAN,1,2,4,5,3,10,4,3,10,4,21,5,72
calendar,2017,9,BULLDOZER,1,0,1,0,0,0,0,0,0,0,0,0,2
calendar,2017,10,BUS,4298,4172,9089,6281,5220,6127,4976,4046,4562,3788,3968,3557,60084
calendar,2017,11,CAMPER VAN / TRAILER,21,38,64,92,169,93,104,61,76,70,124,152,1064
calendar,2017,12,CAMPER VAN / TRAILER (PRIVATE USE),42,24,44,24,36,114,328,29,224,76,56,37,1034
calendar,2017,13,CASH VAN,19,12,16,24,18,5,12,22,22,17,16,10,193
calendar,2017,14,CONSTRUCTION EQUIPMENT VEHICLE,803,686,1238,789,787,962,1062,844,927,988,1391,1414,11891
calendar,2017,15,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),30,33,68,30,36,36,45,28,45,25,46,40,462
calendar,2017,16,CRANE MOUNTED VEHICLE,322,257,492,297,334,397,334,300,352,280,380,388,4133
calendar,2017,17,DUMPER,414,591,1007,687,463,266,351,287,359,392,582,761,6160
calendar,2017,18,EARTH MOVING EQUIPMENT,784,857,1404,851,838,1203,1176,1104,1008,789,1134,1043,12191
calendar,2017,19,EDUCATIONAL INSTITUTION BUS,676,664,1618,1649,2520,4154,2804,2162,1484,921,920,762,20334
calendar,2017,20,E-RICKSHAW(P),4276,4207,5528,4684,6696,7136,8764,8903,7399,7181,9567,8613,82954
calendar,2017,21,E-RICKSHAW WITH CART (G),27,47,76,93,172,117,122,97,86,98,172,177,1284
calendar,2017,22,EXCAVATOR (COMMERCIAL),457,461,717,428,401,468,478,342,237,281,421,524,5215
calendar,2017,23,EXCAVATOR (NT),534,510,785,556,567,585,774,521,507,534,804,887,7564
calendar,2017,24,FIRE FIGHTING VEHICLE,20,18,30,21,21,42,22,13,11,29,67,19,313
calendar,2017,25,FIRE TENDERS,4,7,22,3,5,9,10,64,5,9,5,13,156
calendar,2017,26,FORK LIFT,48,32,93,61,44,43,58,71,90,46,102,85,773
calendar,2017,27,GOODS CARRIER,46724,53888,90499,60965,44839,44088,45157,45960,53198,61997,71598,58824,677737
calendar,2017,28,HARVESTER,343,448,774,538,656,535,353,266,249,304,279,502,5247
calendar,2017,29,HEARSES,12,3,13,11,10,3,11,7,11,4,11,10,106
calendar,2017,30,LIBRARY VAN,1,1,3,0,2,1,1,4,1,2,1,1,18
calendar,2017,31,LUXURY CAB,847,862,1171,1031,1269,585,423,832,944,231,896,844,9935
calendar,2017,32,MAXI CAB,3221,3125,4454,3024,2840,2777,2137,2280,2316,2622,2644,1986,33426
calendar,2017,33,M-CYCLE/SCOOTER,1227330,1279518,1736233,1535412,1617827,1519098,1402732,1330009,1349607,1777666,1931084,1346844,18053360
calendar,2017,34,M-CYCLE/SCOOTER-WITH SIDE CAR,540,586,999,740,979,1052,765,1022,868,829,1751,1202,11333
calendar,2017,35,MOBILE CANTEEN,2,0,1,3,0,4,1,0,0,2,1,2,16
calendar,2017,36,MOBILE CLINIC,10,8,19,12,21,8,5,117,3,6,12,6,227
calendar,2017,37,MOBILE WORKSHOP,2,2,15,2,4,5,8,22,50,5,4,2,121
calendar,2017,38,MODULAR HYDRAULIC TRAILER,0,0,0,0,0,0,0,0,0,0,2,0,2
calendar,2017,39,MOPED,38306,41991,58621,45552,47326,45119,44747,44275,45812,58892,71838,48443,590922
