yearType,year,serial,vehicle_class,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
calendar,2017,40,MOTOR CAB,16636,14927,17496,12603,11058,9758,8278,9664,10534,10407,11429,9424,142214
calendar,2017,41,MOTOR CAR,277186,230624,268997,239062,253234,257063,238333,237804,262069,285258,277042,229207,3055879
calendar,2017,42,MOTOR CARAVAN,0,1,0,0,0,0,0,0,0,0,0,0,1
calendar,2017,43,MOTOR CYCLE/SCOOTER-SIDECAR(T),13,15,20,14,19,18,50,25,65,47,18,23,327
calendar,2017,44,MOTOR CYCLE/SCOOTER-USED FOR HIRE,269,323,727,1170,371,372,284,364,389,410,545,531,5755
calendar,2017,45,MOTOR CYCLE/SCOOTER-WITH TRAILER,0,0,1,0,0,0,0,0,0,0,0,0,1
calendar,2017,46,MOTORISED CYCLE (CC > 25CC),713,2425,10543,14513,11461,13589,13337,14058,13691,25504,25239,16296,161369
calendar,2017,47,OMNI BUS,339,326,579,404,316,332,349,362,352,302,317,254,4232
calendar,2017,48,OMNI BUS (PRIVATE USE),3230,2970,3661,3141,2808,2503,2597,2856,2819,2899,3260,2369,35113
calendar,2017,49,POWER TILLER,2,2,0,0,1,1,1,1,2,0,0,2,12
calendar,2017,50,POWER TILLER (COMMERCIAL),22,16,35,47,54,38,45,34,28,17,13,13,362
calendar,2017,51,PRIVATE SERVICE VEHICLE,216,273,254,205,180,316,173,214,232,198,220,176,2657
calendar,2017,52,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),394,306,402,389,377,356,393,629,422,398,421,351,4838
calendar,2017,53,PULLER TRACTOR,0,0,23,0,0,0,0,0,0,0,0,1,24
calendar,2017,54,RECOVERY VEHICLE,8,23,29,18,17,14,23,24,17,34,15,14,236
calendar,2017,55,ROAD ROLLER,15,21,38,47,23,30,30,19,15,31,39,38,346
calendar,2017,56,SCHOOL BUS,1,0,1,0,0,0,1,0,0,0,0,0,3
calendar,2017,57,SEMI-TRAILER (COMMERCIAL),0,0,20,7,0,0,0,0,0,0,0,0,27
calendar,2017,58,SNORKED LADDERS,0,0,0,0,0,0,0,1,0,0,0,0,1
calendar,2017,59,THREE WHEELER (GOODS),7113,8104,12445,9843,7282,7671,7512,7254,7732,9181,10905,8243,103285
calendar,2017,60,THREE WHEELER (PASSENGER),25642,27891,36636,28607,26498,29610,31149,34176,38740,44004,53125,44609,420687
calendar,2017,61,THREE WHEELER (PERSONAL),157,157,254,181,215,184,182,236,166,224,188,170,2314
calendar,2017,62,TOWER WAGON,0,2,0,2,2,1,3,3,1,3,1,0,18
calendar,2017,63,TOW TRUCK,41,15,13,13,9,8,7,6,15,19,14,9,169
calendar,2017,64,TRACTOR (COMMERCIAL),7738,7406,9911,6852,5926,7688,9931,8021,7164,7685,11367,11892,101581
calendar,2017,65,TRACTOR-TROLLEY(COMMERCIAL),528,370,335,490,295,352,466,385,1060,640,632,391,5944
calendar,2017,66,TRAILER (AGRICULTURAL),3795,4512,5707,3741,4034,4472,4626,3636,3770,4283,4855,6080,53511
calendar,2017,67,TRAILER (COMMERCIAL),4374,4773,6143,4117,3930,4158,4689,4050,4465,4543,6566,6208,58016
calendar,2017,68,TRAILER FOR PERSONAL USE,27,51,49,28,14,25,18,16,4,6,7,10,255
calendar,2017,69,TREE TRIMMING VEHICLE,0,0,5,1,2,1,0,0,0,1,1,0,11
calendar,2017,70,VEHICLE FITTED WITH COMPRESSOR,60,70,150,38,29,47,39,20,43,54,37,45,632
calendar,2017,71,VEHICLE FITTED WITH GENERATOR,17,13,17,20,15,11,10,13,12,28,21,18,195
calendar,2017,72,VEHICLE FITTED WITH RIG,186,188,646,157,89,70,76,89,76,141,144,108,1970
calendar,2017,73,X-RAY VAN,0,0,0,0,0,0,0,0,0,1,0,0,1
