yearType,year,serial,vehicle_class,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
calendar,2010,1,ADAPTED VEHICLE,116,102,130,128,134,121,132,125,158,151,125,155,1577
calendar,2010,2,AGRICULTURAL TRACTOR,22423,25421,30708,24992,25045,26537,26238,22465,22518,24540,25816,29946,306649
calendar,2010,3,AMBULANCE,474,535,498,416,571,464,447,468,481,547,676,712,6289
calendar,2010,4,ANIMAL AMBULANCE,0,3,3,1,0,1,1,6,1,3,2,2,23
calendar,2010,5,ARMOURED/SPECIALISED VEHICLE,0,1,0,0,1,1,1,0,5,0,0,1,10
calendar,2010,6,ARTICULATED VEHICLE,734,982,1272,1140,1179,1233,1245,1190,1413,1477,1183,1132,14180
calendar,2010,7,AUXILIARY TRAILER,1,2,7,0,0,2,0,2,1,0,2,1,18
calendar,2010,8,BREAKDOWN VAN,5,1,4,1,1,8,4,5,1,2,2,5,39
calendar,2010,9,BULLDOZER,1,1,0,4,3,5,3,9,4,1,2,0,33
calendar,2010,10,BUS,4268,4743,5580,5278,4905,4647,5172,4415,5279,4589,4500,4163,57539
calendar,2010,11,CAMPER VAN / TRAILER,22,8,17,14,10,7,14,5,9,9,13,10,138
calendar,2010,12,CAMPER VAN / TRAILER (PRIVATE USE),39,46,48,51,32,46,81,46,57,46,63,79,634
calendar,2010,13,CASH VAN,16,9,14,4,10,10,18,8,15,11,39,32,186
calendar,2010,14,CONSTRUCTION EQUIPMENT VEHICLE,375,417,483,408,411,494,450,433,502,539,554,560,5626
calendar,2010,15,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),7,12,16,14,13,14,16,14,21,14,14,18,173
calendar,2010,16,CRANE MOUNTED VEHICLE,343,513,600,423,382,443,424,488,504,477,549,589,5735
calendar,2010,17,DUMPER,183,259,198,128,143,134,131,168,112,178,238,215,2087
calendar,2010,18,EARTH MOVING EQUIPMENT,564,680,1115,660,632,661,706,760,783,732,712,768,8773
calendar,2010,19,EDUCATIONAL INSTITUTION BUS,469,493,695,676,995,2307,2021,1575,1369,1005,747,759,13111
calendar,2010,20,E-RICKSHAW(P),4,8,4,3,7,8,5,6,4,9,7,2,67
calendar,2010,21,E-RICKSHAW WITH CART (G),2,0,0,0,0,0,1,0,0,1,0,0,4
calendar,2010,22,EXCAVATOR (COMMERCIAL),196,191,315,176,181,196,157,185,205,209,243,287,2541
calendar,2010,23,EXCAVATOR (NT),426,428,579,429,353,348,448,411,451,507,513,598,5491
calendar,2010,24,FIRE FIGHTING VEHICLE,40,20,34,46,23,56,23,25,11,26,12,21,337
calendar,2010,25,FIRE TENDERS,17,10,6,7,7,0,7,5,4,7,1,8,79
calendar,2010,26,FORK LIFT,74,76,98,50,61,52,42,80,51,64,57,56,761
calendar,2010,27,GOODS CARRIER,42957,47970,56189,47641,43821,44526,47414,44639,50258,52844,50338,47394,575991
calendar,2010,28,HARVESTER,320,476,487,326,243,251,196,213,346,375,290,467,3990
calendar,2010,29,HEARSES,0,1,10,12,3,7,10,10,7,38,74,13,185
calendar,2010,30,LIBRARY VAN,0,0,0,0,1,0,0,3,1,0,1,0,6
calendar,2010,31,LUXURY CAB,177,190,161,142,133,240,224,161,236,216,140,203,2223
calendar,2010,32,MAXI CAB,2724,3155,3841,2902,3086,3338,3524,3171,3393,3332,3110,3151,38727
calendar,2010,33,M-CYCLE/SCOOTER,680842,721384,809129,695970,762799,811949,821705,786969,800022,843747,974753,881214,9590483
calendar,2010,34,M-CYCLE/SCOOTER-WITH SIDE CAR,2514,1073,1100,668,807,722,603,828,771,989,706,942,11723
calendar,2010,35,MOBILE CANTEEN,1,5,5,3,0,2,3,1,4,5,7,2,38
calendar,2010,36,MOBILE CLINIC,7,11,4,5,3,4,13,8,5,6,8,4,78
calendar,2010,37,MOBILE WORKSHOP,2,5,4,2,2,4,5,3,2,4,2,5,40
calendar,2010,38,MODULAR HYDRAULIC TRAILER,0,0,1,0,0,3,0,0,0,0,0,0,4
calendar,2010,39,MOPED,29940,31560,34580,30945,32009,31078,35952,35986,35986,35193,37982,36185,407396
calendar,2010,40,MOTOR CAB,7565,7851,9535,7538,7477,7935,8372,8471,9707,9402,9398,8754,102005
calendar,2010,41,MOTOR CAR,180178,165130,201520,150803,175275,159991,163964,170044,176288,188529,202648,193702,2128072
calendar,2010,42,MOTOR CYCLE/SCOOTER-SIDECAR(T),3,10,7,6,5,6,6,17,8,6,20,7,101
calendar,2010,43,MOTOR CYCLE/SCOOTER-USED FOR HIRE,179,104,122,44,29,39,59,112,129,262,290,364,1733
calendar,2010,44,MOTOR CYCLE/SCOOTER-WITH TRAILER,0,0,0,0,0,0,0,0,0,0,1,1,2
calendar,2010,45,MOTORISED CYCLE (CC > 25CC),518,782,767,753,899,1142,1336,1141,1164,1188,1255,1359,12304
calendar,2010,46,OMNI BUS,411,522,615,521,579,534,684,572,568,518,512,497,6533
calendar,2010,47,OMNI BUS (PRIVATE USE),3126,3232,3469,2801,2836,3035,3093,2932,2874,3045,3239,3291,36973
calendar,2010,48,POWER TILLER,12,28,43,24,52,39,18,18,7,2,3,1,247
calendar,2010,49,POWER TILLER (COMMERCIAL),49,50,67,82,57,50,46,16,25,28,18,14,502
calendar,2010,50,PRIVATE SERVICE VEHICLE,165,147,208,179,204,218,221,213,225,217,199,230,2426
calendar,2010,51,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),648,534,827,377,548,530,557,579,558,497,486,508,6649
calendar,2010,52,PULLER TRACTOR,0,2,3,0,2,1,1,3,1,1,1,1,16
calendar,2010,53,RECOVERY VEHICLE,29,21,21,27,28,30,36,19,27,32,34,27,331
calendar,2010,54,ROAD ROLLER,24,24,20,37,23,19,13,22,41,27,22,40,312
calendar,2010,55,SCHOOL BUS,0,1,0,0,0,0,0,2,0,0,0,0,3
calendar,2010,56,SEMI-TRAILER (COMMERCIAL),1,1,0,0,0,0,0,0,0,0,0,0,2
calendar,2010,57,THREE WHEELER (GOODS),5341,5658,6566,4918,4694,5476,5785,5716,6173,6438,5924,5870,68559
calendar,2010,58,THREE WHEELER (PASSENGER),23683,27894,29493,21763,21536,26863,33179,35983,36106,34052,32041,28762,351355
calendar,2010,59,THREE WHEELER (PERSONAL),1614,1271,1526,1009,1158,1328,1528,1613,1599,1673,1787,1635,17741
calendar,2010,60,TOWER WAGON,0,1,3,2,3,9,2,3,7,1,1,1,33
calendar,2010,61,TOW TRUCK,16,17,15,8,19,15,26,15,13,21,21,32,218
