yearType,year,serial,vehicle_class,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
calendar,2010,62,TRACTOR (COMMERCIAL),3559,4376,4939,3803,3793,4072,4181,4030,3977,4236,4419,5400,50785
calendar,2010,63,TRACTOR-TROLLEY(COMMERCIAL),46,64,67,61,41,80,65,62,78,61,50,75,750
calendar,2010,64,TRAILER (AGRICULTURAL),3234,4031,4997,3703,3161,3352,3670,3442,3907,4615,4026,4625,46763
calendar,2010,65,TRAILER (COMMERCIAL),2216,3641,3344,2689,2417,2517,2410,2398,2569,2679,2840,3318,33038
calendar,2010,66,TRAILER FOR PERSONAL USE,62,64,129,59,47,43,42,74,104,134,88,113,959
calendar,2010,67,TREE TRIMMING VEHICLE,4,2,1,0,2,2,4,1,0,0,0,3,19
calendar,2010,68,VEHICLE FITTED WITH COMPRESSOR,69,79,96,70,75,66,73,71,67,87,65,59,877
calendar,2010,69,VEHICLE FITTED WITH GENERATOR,45,32,39,31,24,30,41,28,35,45,67,43,460
calendar,2010,70,VEHICLE FITTED WITH RIG,176,168,193,188,195,149,171,152,260,179,170,162,2163
calendar,2010,71,X-RAY VAN,0,0,2,1,2,0,0,0,1,0,0,1,7
