yearType,year,serial,state,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
calendar,2019,1,ANDAMAN & NICOBAR ISLAND,865,743,816,743,753,665,818,715,695,833,702,767,9115
calendar,2019,2,ANDHRA PRADESH,91546,97262,102055,107648,101915,91829,90232,86095,68983,151506,91532,63892,1144495
calendar,2019,3,ARUNACHAL PRADESH,2294,2291,3105,2364,3100,2880,2910,2670,2846,2684,3151,4691,34986
calendar,2019,4,ASSAM,37211,44104,48109,43853,50094,44556,39348,40287,42468,52306,46064,27513,515913
calendar,2019,5,BIHAR,74958,96779,119927,103927,129381,128956,106299,88182,93698,94963,137024,93363,1267457
calendar,2019,6,CHANDIGARH,2048,5469,3082,4161,3544,3238,3717,4169,2035,7393,3184,4091,46131
calendar,2019,7,CHHATTISGARH,61203,60550,63584,54629,53630,46701,54830,42026,36831,68026,83832,42668,668510
calendar,2019,8,DELHI,61345,48863,52359,56754,54583,48118,50497,48679,42531,71857,61900,38434,635920
calendar,2019,9,GOA,7185,5544,5183,6128,5374,3978,4033,6605,4348,8661,7201,9901,74141
calendar,2019,10,GUJARAT,130872,122443,127366,132605,130426,111005,140777,127252,98084,193371,183914,130981,1629096
calendar,2019,11,HARYANA,80595,57261,67674,75424,62032,60892,72760,68892,62065,62116,108437,69913,848061
calendar,2019,12,HIMACHAL PRADESH,11557,8842,9687,10559,11057,10196,11876,12253,8958,12167,17687,14018,138857
calendar,2019,13,JAMMU AND KASHMIR,14388,9198,12665,12798,19258,15588,19411,6880,8017,8535,7718,10397,144853
calendar,2019,14,JHARKHAND,53807,38562,43635,46712,53859,47433,45169,37177,37426,49863,60651,45168,559462
calendar,2019,15,KARNATAKA,151469,130498,141414,124138,138860,133827,127218,128480,112513,139162,150268,102206,1580053
calendar,2019,16,KERALA,96887,77404,100922,45745,78685,78648,78963,64489,79765,89433,69531,55924,916396
calendar,2019,17,LADAKH,195,15,110,94,181,398,372,317,34,111,60,204,2091
calendar,2019,18,LAKSHADWEEP,132,146,147,171,144,177,154,80,69,120,160,88,1588
calendar,2019,19,MADHYA PRADESH,141458,122083,126086,122389,147558,128170,146737,95937,79955,106265,163666,154223,1534527
calendar,2019,20,MAHARASHTRA,223049,168382,188059,196691,204375,161193,164834,156181,151077,207024,277123,208224,2306212
calendar,2019,21,MANIPUR,2629,2759,3237,2760,2704,3841,3494,3074,2926,3438,3785,3235,37882
calendar,2019,22,MEGHALAYA,2721,2361,2911,2393,3202,2904,2709,2894,2964,3285,3168,1870,33382
calendar,2019,23,MIZORAM,2502,2151,2283,2238,2771,2684,2786,2437,2885,2680,3062,2338,30817
calendar,2019,24,NAGALAND,2942,2680,3568,2525,2652,2366,2559,2202,1915,2033,2030,1608,29080
calendar,2019,25,ODISHA,62193,66253,79769,74971,66198,64665,65935,55981,59538,102147,70260,57821,825731
calendar,2019,26,PUDUCHERRY,6286,5285,5190,4713,5219,4900,5619,4765,4339,4882,4133,3078,58409
calendar,2019,27,PUNJAB,70375,56374,59059,58795,57259,54027,51182,68445,55629,68851,92830,69222,762048
calendar,2019,28,RAJASTHAN,118498,109230,117613,123744,129034,107700,106328,101114,81426,141269,221536,123726,1481218
calendar,2019,29,SIKKIM,737,667,717,712,677,793,932,920,1062,751,1331,1036,10335
calendar,2019,30,TAMIL NADU,189705,191921,192806,162888,161078,151621,179870,161397,145497,142231,172338,119564,1970916
calendar,2019,31,TELANGANA,93434,97524,98259,85967,86731,90104,101949,82874,78571,84754,112948,85649,1098764
calendar,2019,32,TRIPURA,4903,5141,5255,4455,4626,3426,4494,4173,4517,5944,5494,3928,56356
calendar,2019,33,UT OF DNH AND DD,1610,1935,1523,1443,1364,1343,1620,1050,1228,1701,1964,1448,18229
calendar,2019,34,UTTARAKHAND,19880,17552,18099,18289,23239,18299,21105,18460,15217,27126,30346,18268,245880
calendar,2019,35,UTTAR PRADESH,265363,247535,286452,279829,289311,302460,311079,269898,231631,231650,328533,317735,3361476
calendar,2019,36,WEST BENGAL,135974,92751,98108,88611,81213,84884,117886,98351,110351,61106,115823,91409,1176467
