yearType,year,serial,vehicle_class,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
calendar,2015,1,ADAPTED VEHICLE,430,569,478,503,505,840,577,821,698,914,886,999,8220
calendar,2015,2,AGRICULTURAL TRACTOR,37115,34892,37636,29875,31896,37438,39532,32755,30120,26807,28126,36917,403109
calendar,2015,3,AMBULANCE,916,673,733,693,788,689,831,886,847,1059,767,1114,9996
calendar,2015,4,ANIMAL AMBULANCE,4,7,1,2,0,1,1,2,1,2,1,4,26
calendar,2015,5,ARMOURED/SPECIALISED VEHICLE,0,0,0,0,0,1,2,0,0,0,0,0,3
calendar,2015,6,ARTICULATED VEHICLE,1328,1401,1434,1400,1262,1253,1510,1501,1873,1704,1766,1608,18040
calendar,2015,7,AUXILIARY TRAILER,0,0,1,0,8,1,0,0,1,0,0,0,11
calendar,2015,8,BREAKDOWN VAN,4,2,5,3,2,1,3,2,3,2,1,2,30
calendar,2015,9,BULLDOZER,1,1,0,1,0,3,1,0,3,0,1,1,12
calendar,2015,10,BUS,3553,3494,4714,5044,5211,6243,6432,5422,4576,4258,4150,3928,57025
calendar,2015,11,CAMPER VAN / TRAILER,9,18,15,11,13,9,11,9,9,14,21,13,152
calendar,2015,12,CAMPER VAN / TRAILER (PRIVATE USE),13,32,29,25,30,33,41,40,31,43,45,29,391
calendar,2015,13,CASH VAN,34,27,27,24,34,16,22,32,41,36,29,34,356
calendar,2015,14,CONSTRUCTION EQUIPMENT VEHICLE,459,489,592,497,492,587,535,492,509,450,533,515,6150
calendar,2015,15,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),19,26,21,19,16,17,16,19,10,20,28,37,248
calendar,2015,16,CRANE MOUNTED VEHICLE,285,263,280,267,269,255,307,285,279,282,246,287,3305
calendar,2015,17,DUMPER,297,321,333,277,370,287,221,210,278,394,337,365,3690
calendar,2015,18,EARTH MOVING EQUIPMENT,652,633,722,688,667,717,760,651,739,706,565,810,8310
calendar,2015,19,EDUCATIONAL INSTITUTION BUS,485,558,952,1115,1655,3637,2760,2121,1493,841,763,727,17107
calendar,2015,20,E-RICKSHAW(P),3,3,0,9,42,30,126,502,693,820,1057,1874,5159
calendar,2015,21,E-RICKSHAW WITH CART (G),0,1,0,0,1,0,0,1,1,2,3,3,12
calendar,2015,22,EXCAVATOR (COMMERCIAL),279,273,306,237,229,250,265,227,252,285,293,372,3268
calendar,2015,23,EXCAVATOR (NT),554,511,617,470,400,371,396,421,410,450,419,549,5568
calendar,2015,24,FIRE FIGHTING VEHICLE,26,20,30,29,58,17,33,36,22,29,29,47,376
calendar,2015,25,FIRE TENDERS,9,7,2,30,8,30,6,6,4,16,2,3,123
calendar,2015,26,FORK LIFT,40,41,57,56,57,58,77,55,62,61,57,56,677
calendar,2015,27,GOODS CARRIER,51027,48341,51672,47398,44417,45512,45119,43523,49883,51778,51530,46719,576919
calendar,2015,28,HARVESTER,328,508,486,362,329,239,251,365,444,377,333,417,4439
calendar,2015,29,HEARSES,7,6,10,8,9,7,11,5,9,3,4,2,81
calendar,2015,30,LIBRARY VAN,0,0,4,0,1,0,4,1,0,2,4,3,19
calendar,2015,31,LUXURY CAB,339,321,554,363,256,447,667,677,773,755,1061,1173,7386
calendar,2015,32,MAXI CAB,3516,3329,3651,3473,3605,3605,3804,3344,3542,3048,3086,2927,40930
calendar,2015,33,M-CYCLE/SCOOTER,1200783,1182433,1244433,1222542,1311024,1353551,1295477,1141396,1182618,1185821,1557419,1361243,15238740
calendar,2015,34,M-CYCLE/SCOOTER-WITH SIDE CAR,2043,1478,1657,1608,1731,1384,1374,1100,1183,1235,1858,1161,17812
calendar,2015,35,MOBILE CANTEEN,3,5,2,2,5,2,0,1,0,1,3,1,25
calendar,2015,36,MOBILE CLINIC,2,2,10,2,3,6,7,4,8,8,5,3,60
calendar,2015,37,MOBILE WORKSHOP,4,2,3,2,6,3,10,0,1,5,3,6,45
calendar,2015,38,MOPED,41393,45643,45287,41572,40319,45592,46912,39481,40852,39783,52723,49515,529072
calendar,2015,39,MOTOR CAB,10299,9195,11340,10255,9970,10857,11462,11345,11775,11447,11611,10660,130216
calendar,2015,40,MOTOR CAR,270995,206137,217768,211769,204093,203592,196634,187530,206070,207986,247618,220915,2581107
calendar,2015,41,MOTOR CYCLE/SCOOTER-SIDECAR(T),23,11,13,11,11,5,15,12,10,11,19,6,147
calendar,2015,42,MOTOR CYCLE/SCOOTER-USED FOR HIRE,90,82,71,81,96,134,148,86,84,131,177,187,1367
calendar,2015,43,MOTOR CYCLE/SCOOTER-WITH TRAILER,0,1,0,0,0,0,0,0,0,0,0,0,1
calendar,2015,44,MOTORISED CYCLE (CC > 25CC),2766,2941,2566,2534,2127,2419,2261,1972,1937,1556,2104,1929,27112
calendar,2015,45,OMNI BUS,382,369,344,338,343,639,496,434,304,314,291,355,4609
calendar,2015,46,OMNI BUS (PRIVATE USE),4013,3542,3625,3345,3488,3075,3259,2753,2675,2840,3358,3537,39510
calendar,2015,47,POWER TILLER,2,1,1,2,1,3,1,0,0,1,0,1,13
calendar,2015,48,POWER TILLER (COMMERCIAL),72,41,55,73,104,127,144,74,75,53,41,54,913
calendar,2015,49,PRIVATE SERVICE VEHICLE,164,128,192,231,197,288,250,188,166,194,216,148,2362
calendar,2015,50,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),509,345,359,353,395,468,497,446,503,390,362,273,4900
calendar,2015,51,PULLER TRACTOR,1,0,1,1,5,0,1,1,0,2,1,1,14
calendar,2015,52,RECOVERY VEHICLE,21,19,19,15,16,12,25,8,33,21,16,34,239
calendar,2015,53,ROAD ROLLER,13,11,12,12,14,13,16,24,23,14,10,21,183
calendar,2015,54,SCHOOL BUS,0,0,0,2,1,2,5,1,0,0,1,0,12
calendar,2015,55,THREE WHEELER (GOODS),7393,7417,7368,6634,6534,7118,7095,6247,6449,6882,7752,6949,83838
calendar,2015,56,THREE WHEELER (PASSENGER),32432,30604,32460,26295,30308,35709,36480,35202,36625,36699,37689,35640,406143
calendar,2015,57,THREE WHEELER (PERSONAL),505,347,460,324,331,560,370,482,444,376,382,265,4846
calendar,2015,58,TOWER WAGON,6,1,4,0,0,0,13,2,2,0,1,0,29
calendar,2015,59,TOW TRUCK,7,9,14,12,6,12,9,4,10,11,12,8,114
calendar,2015,60,TRACTOR (COMMERCIAL),6500,6613,7403,5551,5756,6880,7690,7127,6106,6721,6743,8381,81471
calendar,2015,61,TRACTOR-TROLLEY(COMMERCIAL),95,82,78,59,74,68,70,70,74,70,44,73,857
calendar,2015,62,TRAILER (AGRICULTURAL),4537,5687,5973,5280,5395,5183,5739,4821,4777,4531,4596,6903,63422
calendar,2015,63,TRAILER (COMMERCIAL),3776,4249,4918,3616,3541,3855,4280,4050,3717,3931,3595,4614,48142
calendar,2015,64,TRAILER FOR PERSONAL USE,41,63,172,123,185,240,310,221,370,300,203,538,2766
calendar,2015,65,TREE TRIMMING VEHICLE,1,2,0,1,2,1,0,0,0,0,4,1,12
calendar,2015,66,VEHICLE FITTED WITH COMPRESSOR,32,38,60,49,67,46,47,47,53,75,68,69,651
calendar,2015,67,VEHICLE FITTED WITH GENERATOR,18,27,26,17,13,24,15,20,25,19,16,10,230
calendar,2015,68,VEHICLE FITTED WITH RIG,139,119,110,96,92,82,92,99,110,173,150,146,1408
