yearType,year,serial,vehicle_class,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
calendar,2007,38,MOPED,10883,12975,14606,13615,15182,15149,16580,15528,15997,15920,19060,14423,179918
calendar,2007,39,MOTOR CAB,5489,5107,5474,4715,4747,4766,4817,4855,5197,5234,4966,3908,59275
calendar,2007,40,MOTOR CAR,123275,109636,125793,102368,113006,103616,110246,115292,110007,114847,132640,102624,1363350
calendar,2007,41,MOTOR CYCLE/SCOOTER-SIDECAR(T),8,10,9,10,3,1,3,5,6,5,12,9,81
calendar,2007,42,MOTOR CYCLE/SCOOTER-USED FOR HIRE,99,86,74,31,22,22,19,31,68,90,246,244,1032
calendar,2007,43,MOTOR CYCLE/SCOOTER-WITH TRAILER,0,0,0,0,0,0,0,0,0,0,0,1,1
calendar,2007,44,MOTORISED CYCLE (CC > 25CC),257,232,120,124,120,106,84,77,66,96,109,70,1461
calendar,2007,45,OMNI BUS,453,413,430,333,404,367,462,434,357,390,467,374,4884
calendar,2007,46,OMNI BUS (PRIVATE USE),2454,2453,2447,2276,2342,2132,2092,2231,1926,2151,2502,2101,27107
calendar,2007,47,POWER TILLER,37,37,71,99,106,40,126,69,17,45,92,202,941
calendar,2007,48,POWER TILLER (COMMERCIAL),57,59,64,53,31,42,30,15,19,18,11,24,423
calendar,2007,49,PRIVATE SERVICE VEHICLE,129,178,166,201,256,211,203,162,220,223,169,270,2388
calendar,2007,50,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),670,571,692,359,499,447,444,530,487,383,402,386,5870
calendar,2007,51,QUADRICYCLE (PRIVATE),1,0,0,0,0,0,0,0,0,0,0,0,1
calendar,2007,52,RECOVERY VEHICLE,32,32,33,16,26,16,36,26,25,31,18,26,317
calendar,2007,53,ROAD ROLLER,23,12,30,9,9,15,186,90,10,110,323,762,1579
calendar,2007,54,SCHOOL BUS,0,0,1,0,0,0,0,1,0,1,1,0,4
calendar,2007,55,SNORKED LADDERS,0,0,0,1,0,0,0,0,0,0,0,0,1
calendar,2007,56,THREE WHEELER (GOODS),6973,6777,7206,5763,6340,5978,6278,6191,6083,5889,6389,5183,75050
calendar,2007,57,THREE WHEELER (PASSENGER),12853,15789,16792,11972,13579,14618,15708,14889,16337,16131,16178,12840,177686
calendar,2007,58,THREE WHEELER (PERSONAL),980,995,1097,885,983,999,923,1084,1135,1060,1207,1036,12384
calendar,2007,59,TOWER WAGON,3,4,1,1,1,1,4,0,2,5,1,1,24
calendar,2007,60,TOW TRUCK,19,14,27,16,11,13,23,12,9,12,7,16,179
calendar,2007,61,TRACTOR (COMMERCIAL),2163,2590,2967,2343,2440,2512,2429,2298,2139,2157,2436,2333,28807
calendar,2007,62,TRACTOR-TROLLEY(COMMERCIAL),91,103,86,54,90,60,73,51,32,48,86,89,863
calendar,2007,63,TRAILER (AGRICULTURAL),4046,4017,4506,3136,3344,3350,3518,3499,3231,3559,3463,3232,42901
calendar,2007,64,TRAILER (COMMERCIAL),1437,1772,2157,1737,1767,1739,1549,1658,1892,1655,1816,1679,20858
calendar,2007,65,TRAILER FOR PERSONAL USE,49,57,45,43,42,43,54,72,61,76,51,48,641
calendar,2007,66,TREE TRIMMING VEHICLE,2,5,3,1,3,1,1,2,1,3,4,3,29
calendar,2007,67,VEHICLE FITTED WITH COMPRESSOR,78,84,106,72,72,84,95,75,62,86,64,50,928
calendar,2007,68,VEHICLE FITTED WITH GENERATOR,58,55,54,43,46,45,40,41,56,66,39,33,576
calendar,2007,69,VEHICLE FITTED WITH RIG,76,65,55,44,61,32,50,42,41,76,68,45,655
calendar,2007,70,X-RAY VAN,0,1,0,0,1,0,0,0,0,0,1,1,4
