yearType,year,serial,state,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
calendar,2018,1,ANDAMAN & NICOBAR ISLAND,884,678,843,815,846,796,1017,825,773,955,776,904,10112
calendar,2018,2,ANDHRA PRADESH,102835,81457,132884,118357,108490,107731,98737,107665,83724,129663,103534,67957,1243034
calendar,2018,3,ARUNACHAL PRADESH,1894,1748,1761,1985,2320,1952,2161,2152,1786,1818,1788,1805,23170
calendar,2018,4,ASSAM,40093,42277,41657,42084,46650,43024,39954,42391,41509,48802,47824,41634,517899
calendar,2018,5,BIHAR,137013,65978,149193,114141,136534,105095,104624,99818,82039,78713,126670,86561,1286379
calendar,2018,6,CHANDIGARH,4483,3644,3572,4167,3976,3728,3787,4077,3806,3446,4642,4072,47400
calendar,2018,7,CHHATTISGARH,55111,45896,49763,43326,46739,47579,47547,37760,33595,47481,73933,48281,577011
calendar,2018,8,DELHI,70066,55705,58185,58440,58876,55466,59504,60928,50794,59269,81672,46910,715815
calendar,2018,9,GOA,8183,6686,7871,6540,5773,5138,4875,6708,8268,7821,8041,5144,81048
calendar,2018,10,GUJARAT,158762,143581,151273,156521,148186,140434,157469,122286,136246,168101,186956,157662,1827477
calendar,2018,11,HARYANA,73123,65622,70600,57136,83605,63846,72788,74774,65587,61086,74090,92145,854402
calendar,2018,12,HIMACHAL PRADESH,11314,10413,11576,11511,13617,10313,13265,11862,10228,10031,16680,14314,145124
calendar,2018,13,JAMMU AND KASHMIR,13984,11328,14358,10179,16552,16932,19905,16592,18058,16002,14866,15689,184445
calendar,2018,14,JHARKHAND,45374,47504,57194,51559,61651,51488,53312,47613,43662,50872,68355,56794,635378
calendar,2018,15,KARNATAKA,145551,136637,137799,145720,142662,146259,141291,135557,149220,141944,152638,124620,1699898
calendar,2018,16,KERALA,102211,79450,87931,86115,94065,87144,86399,72126,117792,95375,79118,66686,1054412
calendar,2018,17,LADAKH,176,87,97,94,476,621,500,258,383,326,206,196,3420
calendar,2018,18,LAKSHADWEEP,134,145,181,125,159,112,118,127,148,133,143,126,1651
calendar,2018,19,MADHYA PRADESH,115688,112597,107938,99143,152271,120420,119435,105526,101732,114833,129356,179207,1458146
calendar,2018,20,MAHARASHTRA,246150,215653,249937,238439,220831,201170,195876,200013,208994,221905,255736,253407,2708111
calendar,2018,21,MANIPUR,3354,1843,2491,2779,2784,2525,3750,3042,2630,3067,2775,2782,33822
calendar,2018,22,MEGHALAYA,2553,1942,3331,3109,3465,2514,3235,3077,2630,2818,2879,1833,33386
calendar,2018,23,MIZORAM,1686,1690,1580,1643,2134,1880,2121,2193,1953,2372,2225,2294,23771
calendar,2018,24,NAGALAND,3280,2283,2974,3105,2559,2336,3002,2739,2759,3528,2306,1891,32762
calendar,2018,25,ODISHA,57265,68304,83200,87064,80212,73853,71931,60880,53632,74043,85445,63508,859337
calendar,2018,26,PUDUCHERRY,6840,5208,5741,5365,5690,6064,6211,6265,4940,5298,4556,3458,65636
calendar,2018,27,PUNJAB,66689,61387,70430,65675,60039,71263,71691,76982,63487,67340,98566,71317,844866
calendar,2018,28,RAJASTHAN,113385,108186,123668,104887,126852,105717,118089,110639,102245,123255,204862,138135,1479920
calendar,2018,29,SIKKIM,502,458,505,608,608,605,678,667,643,630,699,530,7133
calendar,2018,30,TAMIL NADU,184361,185178,171833,176411,183410,174582,194078,184909,191081,169880,168472,132681,2116876
calendar,2018,31,TELANGANA,82498,83099,85221,90195,94068,93475,104095,88218,93340,85391,108396,86020,1094016
calendar,2018,32,TRIPURA,4814,5077,5062,4820,6003,4976,3830,5129,5207,4961,6089,4690,60658
calendar,2018,33,UT OF DNH AND DD,1479,892,2806,1829,2145,1656,1469,1437,1303,1880,1633,2251,20780
calendar,2018,34,UTTARAKHAND,23064,20319,20824,23133,24568,20879,25772,21463,19180,24466,29494,29576,282738
calendar,2018,35,UTTAR PRADESH,240459,234467,262259,298666,361835,307177,310768,246031,251982,231024,276103,331383,3352154
calendar,2018,36,WEST BENGAL,67846,82964,113954,110514,110435,117554,85964,87378,60583,48846,94291,147909,1128238
