yearType,year,serial,fuel,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
calendar,2023,1,CNG ONLY,31424,31537,34596,30120,31409,35772,36584,39001,39806,42476,40226,32176,425127
calendar,2023,2,DIESEL,230915,218502,250934,207180,217304,240687,229265,219134,207393,226665,222651,213844,2684474
calendar,2023,3,DIESEL/HYBRID,161,147,121,122,135,140,137,141,296,364,307,392,2463
calendar,2023,4,ELECTRIC(BOV),106683,110940,144855,115634,165182,105463,120274,131082,132111,144056,158840,147692,1582812
calendar,2023,5,HCNG,0,0,0,0,0,0,0,0,0,0,1,0,1
calendar,2023,6,LNG,0,13,23,11,22,13,4,54,8,40,49,7,244
calendar,2023,7,LPG ONLY,1637,1949,1699,1546,2001,2172,2282,2454,2543,3225,2932,2391,26831
calendar,2023,8,NOT APPLICABLE,6692,7322,7870,6917,6535,6918,6122,6334,5663,6627,5909,7416,80325
calendar,2023,9,PETROL,1481319,1440316,1618512,1375153,1599641,1467541,1363756,1403682,1460534,1655708,2400068,1583402,18849632
calendar,2023,10,PETROL/CNG,48910,33134,37956,36469,41876,46328,48288,55266,59119,64209,63835,47682,583072
calendar,2023,11,PETROL(E20),1,715,12743,18138,25679,31860,36254,44691,46478,53507,62556,47244,379866
calendar,2023,12,PETROL(E20)/CNG,5,7,4,2,5,3,5,6,3,3,2,7,52
calendar,2023,13,PETROL(E20)/HYBRID/CNG,5,7,6,4,5,2,2,3,4,2,2,2,44
calendar,2023,14,PETROL(E20)/LPG,2,0,3,1,2,0,0,0,1,0,2,1,12
calendar,2023,15,PETROL/HYBRID,30136,31326,37756,27748,26035,26322,23081,25554,26675,27241,26044,21800,329718
calendar,2023,16,PETROL/HYBRID/CNG,58,87,88,61,39,37,43,43,37,49,26,31,599
calendar,2023,17,PETROL/LPG,1221,1104,1633,1281,1202,1250,1346,1562,1310,1349,1218,1062,15538
calendar,2023,18,PURE EV,0,0,0,0,1,1,1,0,0,1,2,8,14
calendar,2023,19,SOLAR,0,0,0,0,0,1,0,0,0,0,0,0,1
calendar,2023,20,STRONG HYBRID EV,0,1,0,0,0,1,0,1,0,2,0,1,6
