yearType,year,serial,vehicle_class,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
calendar,2003,41,MOTOR CYCLE/SCOOTER-SIDECAR(T),12,14,30,9,3,3,1,3,8,7,28,20,138
calendar,2003,42,MOTOR CYCLE/SCOOTER-USED FOR HIRE,23,37,49,66,70,35,35,89,50,99,74,103,730
calendar,2003,43,MOTOR CYCLE/SCOOTER-WITH TRAILER,0,0,0,0,0,1,0,1,0,0,0,0,2
calendar,2003,44,MOTORISED CYCLE (CC > 25CC),126,121,131,122,156,177,212,192,233,279,222,156,2127
calendar,2003,45,OMNI BUS,313,338,487,334,299,369,377,358,384,453,334,347,4393
calendar,2003,46,OMNI BUS (PRIVATE USE),1646,1557,1713,1604,1534,1551,1690,1476,1777,1643,1610,1417,19218
calendar,2003,47,POWER TILLER,41,26,70,15,11,4,11,13,7,3,3,20,224
calendar,2003,48,POWER TILLER (COMMERCIAL),7,7,7,8,16,13,11,14,12,5,6,23,129
calendar,2003,49,PRIVATE SERVICE VEHICLE,71,71,139,96,109,91,96,82,114,101,71,104,1145
calendar,2003,50,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),473,414,435,423,452,486,493,507,499,503,469,485,5639
calendar,2003,51,QUADRICYCLE (COMMERCIAL),0,0,0,0,0,0,1,0,0,0,0,0,1
calendar,2003,52,QUADRICYCLE (PRIVATE),0,0,0,0,0,0,0,0,0,0,1,0,1
calendar,2003,53,RECOVERY VEHICLE,4,7,14,10,10,11,10,9,18,18,14,21,146
calendar,2003,54,ROAD ROLLER,69,53,107,47,64,57,43,27,34,37,21,55,614
calendar,2003,55,SCHOOL BUS,0,0,0,0,1,0,0,0,0,0,0,0,1
calendar,2003,56,SNORKED LADDERS,0,0,0,0,1,1,0,0,0,0,0,0,2
calendar,2003,57,THREE WHEELER (GOODS),2532,2453,2610,2206,2472,2751,2838,2868,3229,3339,3081,2814,33193
calendar,2003,58,THREE WHEELER (PASSENGER),10756,7679,7235,5517,6556,6303,8605,8893,9181,8608,7705,7478,94516
calendar,2003,59,THREE WHEELER (PERSONAL),874,679,685,545,633,577,674,697,626,650,598,581,7819
calendar,2003,60,TOWER WAGON,1,0,1,2,0,1,2,0,3,2,0,1,13
calendar,2003,61,TOW TRUCK,10,7,18,9,11,6,14,12,9,17,17,10,140
calendar,2003,62,TRACTOR (COMMERCIAL),1236,1092,1263,922,927,1032,1174,941,1060,802,1042,1199,12690
calendar,2003,63,TRACTOR-TROLLEY(COMMERCIAL),56,63,76,70,58,71,75,39,50,65,68,99,790
calendar,2003,64,TRAILER (AGRICULTURAL),2158,1939,2310,1685,1805,1971,2122,1632,1911,1808,1864,2364,23569
calendar,2003,65,TRAILER (COMMERCIAL),911,820,984,748,645,722,756,631,674,525,640,851,8907
calendar,2003,66,TRAILER FOR PERSONAL USE,67,32,72,27,31,40,22,20,26,26,23,32,418
calendar,2003,67,TREE TRIMMING VEHICLE,1,1,1,0,0,0,0,1,1,1,0,3,9
calendar,2003,68,VEHICLE FITTED WITH COMPRESSOR,44,36,49,28,27,32,32,43,31,41,33,28,424
calendar,2003,69,VEHICLE FITTED WITH GENERATOR,38,52,41,37,26,35,51,41,57,66,39,49,532
calendar,2003,70,VEHICLE FITTED WITH RIG,130,164,158,155,81,91,95,79,142,144,135,116,1490
calendar,2003,71,X-RAY VAN,2,1,1,0,0,0,0,1,1,0,1,0,7
