yearType,year,serial,vehicle_class,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
calendar,2004,24,FIRE TENDERS,6,9,5,23,3,3,12,9,2,5,4,18,99
calendar,2004,25,FORK LIFT,15,31,20,20,15,18,24,27,27,28,38,16,279
calendar,2004,26,GOODS CARRIER,25129,22729,25504,25336,20340,21871,21235,19295,23531,24253,24540,22581,276344
calendar,2004,27,HARVESTER,96,71,99,51,41,55,60,85,120,43,71,81,873
calendar,2004,28,HEARSES,8,8,10,3,3,5,9,10,3,7,4,10,80
calendar,2004,29,LIBRARY VAN,0,1,0,0,0,1,0,1,0,1,1,0,5
calendar,2004,30,LUXURY CAB,127,109,138,146,129,177,174,149,138,145,169,131,1732
calendar,2004,31,MAXI CAB,1701,1476,1654,1704,1639,1721,1643,1552,1621,1431,1450,1729,19321
calendar,2004,32,M-CYCLE/SCOOTER,267033,254192,267322,249737,245134,279485,284614,267803,289414,278103,350803,293010,3326650
calendar,2004,33,M-CYCLE/SCOOTER-WITH SIDE CAR,159,162,151,226,159,139,150,146,209,149,132,224,2006
calendar,2004,34,MOBILE CANTEEN,1,0,6,0,2,2,6,0,2,3,5,4,31
calendar,2004,35,MOBILE CLINIC,7,3,3,2,7,6,5,9,3,4,6,3,58
calendar,2004,36,MOBILE WORKSHOP,0,2,3,3,3,1,4,2,3,3,0,5,29
calendar,2004,37,MOPED,6098,5510,5912,5841,5769,6824,7328,6566,6743,5633,6482,5907,74613
calendar,2004,38,MOTOR CAB,2546,2552,2818,2239,2092,2428,2603,2376,2869,2647,2706,2554,30430
calendar,2004,39,MOTOR CAR,79038,65073,79135,76831,66922,70580,76517,65849,72468,70452,80410,77625,880900
calendar,2004,40,MOTOR CYCLE/SCOOTER-SIDECAR(T),3,12,37,29,2,7,9,11,36,28,5,14,193
calendar,2004,41,MOTOR CYCLE/SCOOTER-USED FOR HIRE,75,38,54,42,20,16,48,58,94,109,141,120,815
calendar,2004,42,MOTOR CYCLE/SCOOTER-WITH TRAILER,1,1,0,0,0,0,0,0,1,0,0,0,3
calendar,2004,43,MOTORISED CYCLE (CC > 25CC),262,234,219,214,213,206,234,241,316,336,457,311,3243
calendar,2004,44,OMNI BUS,456,378,368,363,339,397,419,377,479,473,399,458,4906
calendar,2004,45,OMNI BUS (PRIVATE USE),1991,1748,1940,1905,1667,1622,1561,1526,1812,1657,1935,2250,21614
calendar,2004,46,POWER TILLER,5,1,5,9,4,9,13,5,3,6,5,11,76
calendar,2004,47,POWER TILLER (COMMERCIAL),24,22,16,12,12,12,12,1,8,8,12,21,160
calendar,2004,48,PRIVATE SERVICE VEHICLE,90,76,122,124,107,123,106,80,116,98,83,96,1221
calendar,2004,49,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),619,417,493,478,456,425,595,603,600,539,600,546,6371
calendar,2004,50,QUADRICYCLE (PRIVATE),0,0,0,0,1,0,0,0,0,0,0,0,1
calendar,2004,51,RECOVERY VEHICLE,13,8,11,15,8,17,17,24,15,12,10,9,159
calendar,2004,52,ROAD ROLLER,38,38,59,47,43,32,64,55,46,28,33,61,544
calendar,2004,53,SEMI-TRAILER (COMMERCIAL),0,0,0,0,0,1,0,0,0,0,0,0,1
calendar,2004,54,THREE WHEELER (GOODS),3534,3672,4095,3744,3269,3965,4126,4420,4319,4155,4072,4081,47452
calendar,2004,55,THREE WHEELER (PASSENGER),9644,8803,10003,7292,7193,9395,10879,9313,10352,9662,8429,7598,108563
calendar,2004,56,THREE WHEELER (PERSONAL),844,626,776,583,666,807,872,748,775,704,642,684,8727
calendar,2004,57,TOWER WAGON,3,1,1,6,3,3,4,0,1,3,0,0,25
calendar,2004,58,TOW TRUCK,6,15,43,49,18,15,8,6,10,13,13,14,210
calendar,2004,59,TRACTOR (COMMERCIAL),1358,1275,1491,1157,944,1170,1308,1057,1082,1135,1245,1538,14760
calendar,2004,60,TRACTOR-TROLLEY(COMMERCIAL),97,111,136,89,100,105,89,70,87,86,83,108,1161
calendar,2004,61,TRAILER (AGRICULTURAL),2544,2503,3035,2271,2139,2717,2993,2464,2572,2405,2365,2917,30925
calendar,2004,62,TRAILER (COMMERCIAL),982,944,1217,824,688,796,819,704,771,826,870,1048,10489
calendar,2004,63,TRAILER FOR PERSONAL USE,62,37,34,29,30,19,25,40,21,24,25,35,381
calendar,2004,64,TREE TRIMMING VEHICLE,1,1,2,1,2,3,3,1,3,0,1,0,18
calendar,2004,65,VEHICLE FITTED WITH COMPRESSOR,42,32,51,41,28,34,36,35,45,43,32,32,451
calendar,2004,66,VEHICLE FITTED WITH GENERATOR,62,47,84,59,52,53,43,44,59,58,48,62,671
calendar,2004,67,VEHICLE FITTED WITH RIG,115,91,65,58,53,53,40,37,44,50,58,51,715
calendar,2004,68,X-RAY VAN,1,0,1,0,0,3,2,0,0,0,0,2,9
