yearType,year,serial,state,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
calendar,2016,1,ANDAMAN & NICOBAR ISLAND,756,699,793,780,797,732,676,936,881,837,902,662,9451
calendar,2016,2,ANDHRA PRADESH,67411,79396,85288,76298,93305,126034,89742,83850,81073,98652,92431,68472,1041952
calendar,2016,3,ARUNACHAL PRADESH,1045,1381,1493,1388,1663,1612,1462,1621,1732,1574,1701,1471,18143
calendar,2016,4,ASSAM,25265,27561,27699,25640,29853,27029,27865,27341,31340,31568,25771,22509,329441
calendar,2016,5,BIHAR,55852,67110,76569,89798,79149,78821,74900,66290,61740,71572,85610,63332,870743
calendar,2016,6,CHANDIGARH,3868,4492,3858,3388,4837,3608,3612,4214,3480,3439,4868,3684,47348
calendar,2016,7,CHHATTISGARH,44924,39654,37468,35102,37162,36452,35150,31431,29774,45102,58883,36676,467778
calendar,2016,8,DELHI,55465,53023,53460,57284,56195,53183,56448,53755,45517,80721,69157,37724,671932
calendar,2016,9,GOA,7235,6590,6992,5854,5842,4740,4696,7535,6881,9823,6095,6146,78429
calendar,2016,10,GUJARAT,121105,135800,121649,121451,134084,131275,123547,115842,112507,200610,168696,114790,1601356
calendar,2016,11,HARYANA,49074,56221,57295,52474,62581,56245,54225,57557,56142,51609,77204,50322,680949
calendar,2016,12,HIMACHAL PRADESH,8851,9821,8999,9365,11010,8963,9702,10810,9315,9424,16427,11315,124002
calendar,2016,13,JAMMU AND KASHMIR,8800,8959,10192,9233,11173,11514,5947,7069,7584,11181,11563,11597,114812
calendar,2016,14,JHARKHAND,35241,36696,32137,36569,38507,40357,40956,41518,34484,31212,33027,46670,447374
calendar,2016,15,KARNATAKA,160592,143387,148880,127591,149464,150267,120844,146454,129719,145102,138706,101860,1662866
calendar,2016,16,KERALA,81311,73064,76055,67751,71390,76446,74970,82924,99585,107092,80909,56651,948148
calendar,2016,17,LADAKH,96,104,82,53,224,380,303,242,244,211,219,177,2335
calendar,2016,18,LAKSHADWEEP,86,143,142,67,121,113,77,62,105,95,68,100,1179
calendar,2016,19,MADHYA PRADESH,96349,85762,93097,89463,100937,86453,80845,71842,74427,79570,109403,128058,1096206
calendar,2016,20,MAHARASHTRA,241211,191585,201348,202502,196018,184187,167553,174048,183075,252365,254616,176955,2425463
calendar,2016,21,MANIPUR,1567,2854,2943,2198,2332,2116,2945,2766,3114,3302,2005,1739,29881
calendar,2016,22,MEGHALAYA,1952,1840,2096,1995,1851,2183,1870,2169,2172,1987,1897,1545,23557
calendar,2016,23,MIZORAM,1174,1069,1278,1101,1193,1168,1140,1363,1323,1364,1317,1312,14802
calendar,2016,24,NAGALAND,2124,2061,2360,2307,2004,2393,2256,2439,2435,2334,2156,1515,26384
calendar,2016,25,ODISHA,47692,51911,55916,56883,57746,55403,50718,47149,44488,57346,69517,52992,647761
calendar,2016,26,PUDUCHERRY,5781,5405,5638,5257,5464,6142,5931,6922,6310,5755,4763,3202,66570
calendar,2016,27,PUNJAB,63359,65825,66018,58101,65194,62244,65510,67688,57675,72320,75501,61192,780627
calendar,2016,28,RAJASTHAN,100154,101979,94282,97237,113089,99713,101499,91564,91176,150646,153650,121900,1316889
calendar,2016,29,SIKKIM,448,460,494,489,456,496,444,477,471,401,431,323,5390
calendar,2016,30,TAMIL NADU,143667,180952,176697,154077,143807,169402,164943,177171,173990,149661,171480,98301,1904148
calendar,2016,31,TELANGANA,71397,78007,80710,70330,82729,83557,80789,61661,69583,77038,90653,72038,918492
calendar,2016,32,TRIPURA,3162,3121,3276,2888,3271,3659,2778,2959,3883,3807,3918,3063,39785
calendar,2016,33,UT OF DNH AND DD,1793,1549,1611,1421,1539,1466,1350,1361,1386,1627,1592,1524,18219
calendar,2016,34,UTTARAKHAND,18861,15721,16991,17358,19923,19358,19192,16436,18394,19951,27952,13490,223627
calendar,2016,35,UTTAR PRADESH,205462,210444,214573,257514,258313,220978,214339,185126,175758,227126,298567,163398,2631598
calendar,2016,36,WEST BENGAL,73973,79830,74482,65090,89719,94070,80152,79453,84165,65754,82030,80211,948929
