yearType,year,serial,vehicle_class,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
calendar,2020,18,EDUCATIONAL INSTITUTION BUS,978,1594,4642,1273,2,11,26,31,129,64,81,67,8898
calendar,2020,19,E-RICKSHAW(P),12742,12983,10157,807,591,4249,5351,5235,7095,7132,7667,9213,83222
calendar,2020,20,E-RICKSHAW WITH CART (G),627,510,370,63,30,347,487,653,670,711,722,907,6097
calendar,2020,21,EXCAVATOR (COMMERCIAL),455,589,670,157,73,209,267,269,502,335,378,503,4407
calendar,2020,22,EXCAVATOR (NT),796,850,851,111,77,326,523,451,692,692,654,928,6951
calendar,2020,23,FIRE FIGHTING VEHICLE,47,38,133,30,0,0,1,2,4,9,0,3,267
calendar,2020,24,FIRE TENDERS,18,23,113,54,0,0,0,0,11,4,2,3,228
calendar,2020,25,FORK LIFT,96,99,125,13,5,37,72,77,92,88,88,144,936
calendar,2020,26,GOODS CARRIER,70906,78278,101757,16720,723,9679,18943,26374,39257,45047,51078,51274,510036
calendar,2020,27,HARVESTER,858,1411,2140,161,134,760,779,1002,1787,1462,980,1486,12960
calendar,2020,28,HEARSES,15,24,101,12,2,0,2,4,8,16,14,10,208
calendar,2020,29,LIBRARY VAN,1,0,5,0,0,0,0,0,0,0,0,1,7
calendar,2020,30,LUXURY CAB,465,653,650,59,1,205,338,133,273,130,108,84,3099
calendar,2020,31,MAXI CAB,2607,2555,2919,746,60,196,257,267,475,533,559,600,11774
calendar,2020,32,M-CYCLE/SCOOTER,1448320,1474133,2196519,399260,192605,911219,1017681,1057160,1193717,1228632,1643212,1636148,14398606
calendar,2020,33,M-CYCLE/SCOOTER-WITH SIDE CAR,1489,1422,2982,301,163,870,1033,1171,958,1067,1875,1084,14415
calendar,2020,34,MOBILE CANTEEN,3,3,7,1,0,0,0,0,5,2,1,2,24
calendar,2020,35,MOBILE CLINIC,14,23,51,33,0,0,0,2,7,2,4,6,142
calendar,2020,36,MOBILE WORKSHOP,1,2,20,9,0,0,1,2,2,1,5,1,44
calendar,2020,37,MODULAR HYDRAULIC TRAILER,0,0,0,0,0,0,1,0,0,0,0,0,1
calendar,2020,38,MOPED,43480,45335,61845,13875,6521,26597,28656,35243,37282,34026,40396,39034,412290
calendar,2020,39,MOTOR CAB,15160,12518,10908,1091,453,2070,2670,2655,3525,3333,3785,3545,61713
calendar,2020,40,MOTOR CAR,310828,243706,235332,23260,33986,138356,176135,202020,224679,280058,332302,309749,2510411
calendar,2020,41,MOTOR CYCLE/SCOOTER-SIDECAR(T),17,34,58,11,1,1,1,6,7,5,9,3,153
calendar,2020,42,MOTOR CYCLE/SCOOTER-USED FOR HIRE,1717,1000,1334,182,35,101,101,91,125,577,527,749,6539
calendar,2020,43,MOTOR CYCLE/SCOOTER-WITH TRAILER,0,0,0,0,0,0,0,1,0,0,0,0,1
calendar,2020,44,MOTORISED CYCLE (CC > 25CC),23296,22684,28081,2943,2136,13209,15482,14704,15574,16475,23225,22296,200105
calendar,2020,45,OMNI BUS,266,242,469,113,2,5,8,49,82,61,38,40,1375
calendar,2020,46,OMNI BUS (PRIVATE USE),1186,1171,1415,298,82,233,364,359,638,587,780,701,7814
calendar,2020,47,POWER TILLER,6,2,4,1,1,0,0,2,2,8,7,7,40
calendar,2020,48,POWER TILLER (COMMERCIAL),0,0,1,0,0,0,0,0,0,0,0,0,1
calendar,2020,49,PRIVATE SERVICE VEHICLE,199,173,584,54,3,7,37,65,148,113,144,97,1624
calendar,2020,50,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),233,180,272,24,41,55,56,61,104,101,87,104,1318
calendar,2020,51,QUADRICYCLE (COMMERCIAL),52,31,54,24,0,0,0,0,0,2,0,0,163
calendar,2020,52,QUADRICYCLE (PRIVATE),13,9,23,2,0,0,0,0,0,0,0,0,47
calendar,2020,53,RECOVERY VEHICLE,19,20,42,13,0,3,3,3,9,10,8,13,143
calendar,2020,54,ROAD ROLLER,27,33,51,9,2,23,24,36,20,16,29,31,301
calendar,2020,55,SCHOOL BUS,0,0,2,0,0,0,0,0,0,0,0,0,2
calendar,2020,56,SEMI-TRAILER (COMMERCIAL),0,0,1,0,0,0,0,0,0,0,0,0,1
calendar,2020,57,SNORKED LADDERS,0,0,0,1,0,0,0,0,0,0,0,0,1
calendar,2020,58,THREE WHEELER (GOODS),11629,13164,20383,3626,503,3334,3979,5018,6982,7224,8032,7779,91653
calendar,2020,59,THREE WHEELER (PASSENGER),51340,52846,61038,8872,1267,6082,7488,8387,13127,12594,12609,14395,250045
calendar,2020,60,THREE WHEELER (PERSONAL),107,120,140,7,15,27,29,46,76,65,49,54,735
calendar,2020,61,TOWER WAGON,2,3,2,0,0,0,0,1,1,1,0,1,11
calendar,2020,62,TOW TRUCK,13,15,17,8,0,0,1,0,1,5,5,4,69
calendar,2020,63,TRACTOR (COMMERCIAL),9774,11699,15198,745,2513,11148,12672,11213,13772,11596,10613,13160,124103
calendar,2020,64,TRACTOR-TROLLEY(COMMERCIAL),607,573,592,36,35,257,553,537,797,493,397,491,5368
calendar,2020,65,TRAILER (AGRICULTURAL),4920,5372,6168,217,1502,4678,5325,4787,6722,7155,6515,6438,59799
calendar,2020,66,TRAILER (COMMERCIAL),4106,4775,5434,203,791,3348,3414,3506,5088,3558,3882,4492,42597
calendar,2020,67,TRAILER FOR PERSONAL USE,1,2,4,0,0,1,2,0,3,1,1,4,19
calendar,2020,68,TREE TRIMMING VEHICLE,0,1,0,0,0,0,0,0,0,0,0,0,1
calendar,2020,69,VEHICLE FITTED WITH COMPRESSOR,106,86,90,23,0,13,16,10,25,18,23,26,436
calendar,2020,70,VEHICLE FITTED WITH GENERATOR,6,30,36,5,0,1,4,3,4,5,6,8,108
calendar,2020,71,VEHICLE FITTED WITH RIG,211,190,211,28,0,2,6,2,24,17,30,30,751
calendar,2020,72,X-RAY VAN,0,1,1,0,0,0,0,0,0,0,0,0,2
