yearType,year,serial,vehicle_class,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
calendar,2008,1,ADAPTED VEHICLE,50,54,42,70,59,68,69,64,52,55,69,53,705
calendar,2008,2,AGRICULTURAL TRACTOR,19704,19961,20729,15546,18107,19193,18101,16184,17396,14885,16099,18166,214071
calendar,2008,3,AMBULANCE,430,290,344,358,553,409,421,462,447,383,452,400,4949
calendar,2008,4,ANIMAL AMBULANCE,0,1,0,0,2,1,1,0,0,0,2,1,8
calendar,2008,5,ARTICULATED VEHICLE,1081,1150,1396,1112,991,826,887,735,690,526,293,204,9891
calendar,2008,6,AUXILIARY TRAILER,1,4,1,2,4,0,2,1,0,0,1,2,18
calendar,2008,7,BREAKDOWN VAN,2,4,4,3,3,4,5,3,1,2,3,2,36
calendar,2008,8,BULLDOZER,0,1,1,2,3,4,0,1,2,0,2,0,16
calendar,2008,9,BUS,3563,3553,3816,3837,3857,4072,4155,4129,4283,4178,3271,3149,45863
calendar,2008,10,CAMPER VAN / TRAILER,4,14,9,8,11,7,11,7,6,5,10,12,104
calendar,2008,11,CAMPER VAN / TRAILER (PRIVATE USE),123,189,176,143,124,108,153,103,82,84,94,99,1478
calendar,2008,12,CASH VAN,2,8,9,11,3,19,11,11,6,7,15,7,109
calendar,2008,13,CONSTRUCTION EQUIPMENT VEHICLE,449,436,445,408,369,368,408,333,312,291,288,290,4397
calendar,2008,14,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),5,5,7,4,7,7,9,5,9,6,6,8,78
calendar,2008,15,CRANE MOUNTED VEHICLE,487,492,561,479,444,516,445,392,401,337,300,308,5162
calendar,2008,16,DUMPER,169,150,127,94,124,89,89,81,72,90,127,129,1341
calendar,2008,17,EARTH MOVING EQUIPMENT,646,712,635,541,557,544,511,482,467,358,332,351,6136
calendar,2008,18,EDUCATIONAL INSTITUTION BUS,514,499,882,702,1048,1832,1834,1365,1225,834,571,418,11724
calendar,2008,19,E-RICKSHAW(P),0,5,3,2,5,6,4,3,6,7,7,1,49
calendar,2008,20,E-RICKSHAW WITH CART (G),1,1,2,0,1,2,1,0,1,0,0,2,11
calendar,2008,21,EXCAVATOR (COMMERCIAL),206,175,154,166,141,138,124,100,122,95,134,129,1684
