yearType,year,serial,vehicle_class,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
calendar,2019,1,ADAPTED VEHICLE,1162,1941,2068,996,845,835,1022,782,755,829,801,695,12731
calendar,2019,2,AGRICULTURAL TRACTOR,56724,49430,52731,39340,41920,45420,60331,55513,38119,36204,47154,54012,576898
calendar,2019,3,AMBULANCE,563,1034,1119,778,846,951,1330,999,998,933,800,969,11320
calendar,2019,4,ANIMAL AMBULANCE,3,1,5,5,2,2,11,7,24,4,1,4,69
calendar,2019,5,ARMOURED/SPECIALISED VEHICLE,0,0,2,0,1,0,0,1,1,4,5,0,14
calendar,2019,6,ARTICULATED VEHICLE,2180,2195,3456,2134,1459,1133,1324,1129,944,1133,881,927,18895
calendar,2019,7,AUXILIARY TRAILER,54,92,5,12,5,2,2,0,1,0,0,0,173
calendar,2019,8,BREAKDOWN VAN,6,11,30,15,5,6,19,33,7,11,4,3,150
calendar,2019,9,BULLDOZER,1,1,0,0,0,0,0,0,0,0,0,0,2
calendar,2019,10,BUS,3874,3994,4825,5038,5443,5198,5228,4450,3878,4573,4163,3907,54571
calendar,2019,11,CAMPER VAN / TRAILER,182,120,78,96,68,40,41,47,51,73,72,57,925
calendar,2019,12,CAMPER VAN / TRAILER (PRIVATE USE),27,27,38,46,33,40,30,39,20,24,47,25,396
calendar,2019,13,CASH VAN,10,29,28,92,100,29,80,40,66,67,44,28,613
calendar,2019,14,CONSTRUCTION EQUIPMENT VEHICLE,2536,2694,3305,2459,2268,1918,2189,1781,1558,1841,2280,2175,27004
calendar,2019,15,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),70,109,153,61,63,52,55,41,41,56,64,51,816
calendar,2019,16,CRANE MOUNTED VEHICLE,579,578,651,533,552,557,601,563,489,505,578,479,6665
calendar,2019,17,DUMPER,1072,1215,1291,792,812,626,575,581,596,640,857,738,9795
calendar,2019,18,EARTH MOVING EQUIPMENT,1017,858,1021,885,969,836,912,830,756,821,1110,919,10934
calendar,2019,19,EDUCATIONAL INSTITUTION BUS,876,981,1649,1898,3196,4420,3767,2792,1869,1169,1074,981,24672
calendar,2019,20,E-RICKSHAW(P),10070,8484,8633,7562,7856,8880,10400,11109,13821,12725,14759,13841,128140
calendar,2019,21,E-RICKSHAW WITH CART (G),420,317,320,375,397,360,335,362,395,481,708,611,5081
calendar,2019,22,EXCAVATOR (COMMERCIAL),622,529,548,368,396,353,409,357,372,432,524,500,5410
calendar,2019,23,EXCAVATOR (NT),1019,1030,1046,904,875,742,834,606,499,697,808,819,9879
calendar,2019,24,FIRE FIGHTING VEHICLE,22,34,33,48,45,70,105,50,34,30,36,25,532
calendar,2019,25,FIRE TENDERS,5,13,17,30,25,17,18,19,16,24,18,27,229
calendar,2019,26,FORK LIFT,143,115,131,115,115,118,144,77,82,83,144,101,1368
calendar,2019,27,GOODS CARRIER,78666,77212,84782,74436,69273,58812,63033,57174,55259,60798,70580,56676,806701
calendar,2019,28,HARVESTER,627,622,1055,680,493,432,371,378,502,671,738,760,7329
calendar,2019,29,HEARSES,14,11,5,10,15,10,10,7,10,6,6,12,116
calendar,2019,30,LIBRARY VAN,0,0,0,1,1,1,2,5,1,3,2,0,16
calendar,2019,31,LUXURY CAB,966,676,676,305,203,218,424,610,1004,348,635,464,6529
calendar,2019,32,MAXI CAB,2782,3026,3177,2953,3199,2735,3109,2791,2353,2338,2284,2130,32877
calendar,2019,33,M-CYCLE/SCOOTER,1559382,1432900,1585680,1519775,1618918,1516186,1588257,1401885,1279679,1627319,2001380,1445510,18576871
calendar,2019,34,M-CYCLE/SCOOTER-WITH SIDE CAR,1610,1308,1530,1432,1674,1834,1666,1211,1423,1862,2598,1674,19822
calendar,2019,35,MOBILE CANTEEN,2,0,1,0,1,3,0,1,2,0,1,2,13
calendar,2019,36,MOBILE CLINIC,2,5,3,8,9,26,15,4,3,2,27,7,111
calendar,2019,37,MOBILE WORKSHOP,6,9,2,22,7,5,7,7,9,3,6,1,84
calendar,2019,38,MOPED,49369,43846,47137,42719,44576,40521,46392,37999,34618,42093,49678,42113,521061
calendar,2019,39,MOTOR CAB,11834,12921,12932,10898,12615,10637,12456,11735,10814,12038,13044,10780,142704
calendar,2019,40,MOTOR CAR,320910,239638,254141,246853,247506,216354,222093,199203,183717,286461,300524,231625,2949025
calendar,2019,41,MOTOR CYCLE/SCOOTER-SIDECAR(T),48,22,22,16,16,10,15,223,10,43,12,16,453
calendar,2019,42,MOTOR CYCLE/SCOOTER-USED FOR HIRE,1466,1371,2774,2976,908,1762,842,1638,1507,1918,1351,1243,19756
calendar,2019,43,MOTORISED CYCLE (CC > 25CC),30056,26110,27152,26025,27545,25432,30971,25846,24421,26380,34918,26388,331244
calendar,2019,44,OMNI BUS,434,330,360,362,301,239,402,310,252,237,256,290,3773
calendar,2019,45,OMNI BUS (PRIVATE USE),2688,2537,2726,2333,2196,1869,1742,1270,984,1146,1465,1080,22036
calendar,2019,46,POWER TILLER,10,8,8,6,11,18,10,3,9,9,4,6,102
calendar,2019,47,POWER TILLER (COMMERCIAL),1,0,0,0,0,0,0,0,0,1,0,0,2
calendar,2019,48,PRIVATE SERVICE VEHICLE,173,235,359,249,329,274,270,224,216,183,253,191,2956
calendar,2019,49,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),487,334,518,258,213,212,181,182,177,198,194,169,3123
calendar,2019,50,PULLER TRACTOR,0,0,0,0,0,0,0,1,0,0,0,0,1
calendar,2019,51,QUADRICYCLE (COMMERCIAL),0,0,0,19,39,48,50,47,38,68,46,27,382
calendar,2019,52,QUADRICYCLE (PRIVATE),2,0,3,6,24,26,30,37,28,27,14,19,216
calendar,2019,53,RECOVERY VEHICLE,27,34,34,36,48,66,25,16,16,22,17,26,367
calendar,2019,54,ROAD ROLLER,38,36,44,33,29,35,57,31,49,14,27,35,428
calendar,2019,55,SCHOOL BUS,0,0,0,0,0,0,2,0,0,0,0,0,2
calendar,2019,56,SNORKED LADDERS,0,0,3,0,0,0,2,0,0,0,1,0,6
calendar,2019,57,THREE WHEELER (GOODS),11465,11027,11723,10070,10517,9510,10671,8979,9245,11514,12729,10493,127943
calendar,2019,58,THREE WHEELER (PASSENGER),46072,46365,48300,40350,42471,40820,50164,46335,45739,54451,54495,44776,560338
calendar,2019,59,THREE WHEELER (PERSONAL),151,126,169,126,182,166,155,140,138,165,150,130,1798
calendar,2019,60,TOWER WAGON,0,1,3,5,3,2,4,1,2,1,2,3,27
calendar,2019,61,TOW TRUCK,16,4,7,9,12,9,6,10,12,4,5,7,101
calendar,2019,62,TRACTOR (COMMERCIAL),10287,10358,10696,6652,6719,6999,9489,8018,7806,8373,9735,10313,105445
calendar,2019,63,TRACTOR-TROLLEY(COMMERCIAL),246,284,257,313,334,297,345,280,338,384,392,424,3894
calendar,2019,64,TRAILER (AGRICULTURAL),4441,5327,5312,3928,4081,3601,3890,3359,3294,3992,4489,4645,50359
calendar,2019,65,TRAILER (COMMERCIAL),5086,5780,5596,3134,3126,2486,3376,2971,2854,3585,4183,4450,46627
calendar,2019,66,TRAILER FOR PERSONAL USE,0,0,0,3,2,0,1,1,0,0,0,2,9
calendar,2019,67,TREE TRIMMING VEHICLE,0,0,2,0,1,0,0,0,1,1,0,0,5
calendar,2019,68,VEHICLE FITTED WITH COMPRESSOR,72,60,110,84,72,63,63,41,41,51,67,57,781
calendar,2019,69,VEHICLE FITTED WITH GENERATOR,15,14,21,14,14,12,11,15,6,12,15,10,159
calendar,2019,70,VEHICLE FITTED WITH RIG,128,189,331,185,108,130,131,205,125,164,131,153,1980
