yearType,year,serial,state,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
calendar,2015,1,ANDAMAN & NICOBAR ISLAND,625,681,741,657,605,791,686,648,663,825,811,700,8433
calendar,2015,2,ANDHRA PRADESH,64011,75066,76953,75424,70603,80977,72701,68454,56577,61528,82710,71074,856078
calendar,2015,3,ARUNACHAL PRADESH,1036,952,1044,1172,1209,1098,1126,1171,1164,1220,1438,1287,13917
calendar,2015,4,ASSAM,21598,22589,24812,22706,24676,22723,23961,23358,22922,29487,28094,26632,293558
calendar,2015,5,BIHAR,50138,53366,57793,62654,75863,68547,58016,58806,56582,49864,74197,66620,732446
calendar,2015,6,CHANDIGARH,3815,3705,3674,3574,4033,3744,3717,4211,3863,3177,4675,4564,46752
calendar,2015,7,CHHATTISGARH,44004,38971,38508,37534,39329,35058,47176,27140,27450,32683,51894,43673,463420
calendar,2015,8,DELHI,52584,39647,46904,45618,45810,55470,52263,50110,50169,53039,76985,41825,610424
calendar,2015,9,GOA,7343,5794,6739,5583,4646,4378,4956,5282,7999,7559,7733,5999,74011
calendar,2015,10,GUJARAT,108344,120370,115988,118265,112824,118530,118979,111539,129122,137753,158992,146759,1497465
calendar,2015,11,HARYANA,53291,49047,58440,54378,54268,60651,58536,54222,53642,45213,56587,73368,671643
calendar,2015,12,HIMACHAL PRADESH,9359,7770,7763,8933,9131,9473,8830,8894,8204,7911,13750,12977,112995
calendar,2015,13,JAMMU AND KASHMIR,7687,8377,9253,9403,8641,11612,11187,12444,10254,10152,9934,10080,119024
calendar,2015,14,JHARKHAND,29847,33422,28913,27234,37132,39227,40262,29638,28789,31030,31916,46008,403418
calendar,2015,15,KARNATAKA,150288,126614,131783,126150,126478,135552,123744,120711,132954,129873,136892,121332,1562371
calendar,2015,16,KERALA,82900,69390,91189,56999,70513,74924,71946,73140,101466,78518,63550,62023,896558
calendar,2015,17,LADAKH,114,58,49,37,146,305,424,303,185,152,164,149,2086
calendar,2015,18,LAKSHADWEEP,179,102,147,88,148,184,119,74,101,90,86,122,1440
calendar,2015,19,MADHYA PRADESH,85332,75083,77502,76550,89180,86122,84357,66779,67763,66083,87015,122694,984460
calendar,2015,20,MAHARASHTRA,209442,164681,198016,185673,160304,167056,177469,164157,176088,210615,256581,211075,2281157
calendar,2015,21,MANIPUR,2638,2716,2270,2399,2459,2832,2233,1804,1996,2220,2819,2431,28817
calendar,2015,22,MEGHALAYA,1683,1764,1831,2052,1543,1714,1786,1750,1675,1496,1734,1691,20719
calendar,2015,23,MIZORAM,1058,980,1140,979,1110,1146,1192,1110,1087,945,1366,1337,13450
calendar,2015,24,NAGALAND,1722,1698,1749,1736,2156,2276,2188,2049,2134,2061,2051,1682,23502
calendar,2015,25,ODISHA,44347,47109,47885,47093,48922,51520,51519,41235,40131,49471,66660,55604,591496
calendar,2015,26,PUDUCHERRY,5053,4244,4593,4641,4351,5237,5229,5001,5152,4390,4106,3103,55100
calendar,2015,27,PUNJAB,71730,67124,66853,63512,69083,70996,72075,69108,65184,58387,77253,71676,822981
calendar,2015,28,RAJASTHAN,96967,93918,102969,95908,106678,105379,110378,94320,91925,111420,157694,141225,1308781
calendar,2015,29,SIKKIM,423,445,461,500,504,458,459,442,492,465,486,410,5545
calendar,2015,30,TAMIL NADU,135382,154705,148723,128981,125411,150999,156236,133391,142784,123718,129195,96976,1626501
calendar,2015,31,TELANGANA,69045,63868,61857,68687,67454,76969,69070,63607,62967,57935,78948,64076,804483
calendar,2015,32,TRIPURA,2396,2466,2640,2468,3026,3069,3081,2901,2854,3227,3908,3411,35447
calendar,2015,33,UT OF DNH AND DD,1194,1167,1158,1357,1080,1131,1212,1275,1252,1123,1494,2073,15516
calendar,2015,34,UTTARAKHAND,18591,14855,15110,17859,18116,18185,17207,16792,16772,17010,24605,22219,217321
calendar,2015,35,UTTAR PRADESH,193089,188086,191608,221850,261513,240059,203275,162557,169560,156793,260076,182317,2430783
calendar,2015,36,WEST BENGAL,63537,63581,65108,57032,69938,76152,67930,61236,62763,59326,78835,95990,821428
