yearType,year,serial,vehicle_class,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
calendar,2005,1,ADAPTED VEHICLE,27,31,30,26,32,25,29,20,85,30,29,29,393
calendar,2005,2,AGRICULTURAL TRACTOR,11388,12004,14802,10861,11483,11985,12147,11309,12685,11684,11756,14457,146561
calendar,2005,3,AMBULANCE,296,325,375,196,176,177,172,193,200,182,184,189,2665
calendar,2005,4,ANIMAL AMBULANCE,0,0,2,2,1,0,1,3,1,0,0,2,12
calendar,2005,5,ARTICULATED VEHICLE,448,539,564,446,529,388,386,310,376,365,294,327,4972
calendar,2005,6,AUXILIARY TRAILER,0,0,1,2,1,0,0,1,0,0,0,0,5
calendar,2005,7,BREAKDOWN VAN,3,0,4,7,3,5,3,4,5,3,3,4,44
calendar,2005,8,BULLDOZER,0,2,0,0,1,0,0,0,1,2,1,0,7
calendar,2005,9,BUS,2440,2464,3201,2883,2992,2660,2657,2719,2878,3029,2765,3001,33689
calendar,2005,10,CAMPER VAN / TRAILER,4,22,8,11,8,6,4,7,11,4,12,10,107
calendar,2005,11,CAMPER VAN / TRAILER (PRIVATE USE),11,15,32,8,10,7,20,13,16,30,64,160,386
calendar,2005,12,CASH VAN,2,5,5,6,9,1,8,3,3,11,7,8,68
calendar,2005,13,CONSTRUCTION EQUIPMENT VEHICLE,98,119,179,139,177,125,155,124,152,170,125,130,1693
calendar,2005,14,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),0,5,1,0,4,2,3,10,2,2,0,7,36
calendar,2005,15,CRANE MOUNTED VEHICLE,190,190,254,203,201,235,245,267,242,255,260,274,2816
calendar,2005,16,DUMPER,63,61,93,72,51,57,46,67,100,76,89,93,868
calendar,2005,17,EARTH MOVING EQUIPMENT,147,173,231,177,223,180,212,179,191,217,196,246,2372
calendar,2005,18,EDUCATIONAL INSTITUTION BUS,307,296,614,497,696,1058,953,676,705,510,328,388,7028
calendar,2005,19,E-RICKSHAW(P),2,2,3,3,3,4,2,3,2,3,5,1,33
calendar,2005,20,E-RICKSHAW WITH CART (G),1,0,0,0,0,0,1,0,0,1,1,0,4
calendar,2005,21,EXCAVATOR (COMMERCIAL),60,79,93,67,70,100,62,75,60,94,74,70,904
calendar,2005,22,EXCAVATOR (NT),157,146,225,158,196,199,141,177,164,153,147,220,2083
calendar,2005,23,FIRE FIGHTING VEHICLE,8,11,21,7,15,13,7,2,9,4,4,10,111
calendar,2005,24,FIRE TENDERS,7,3,7,11,6,9,0,1,6,2,0,7,59
calendar,2005,25,FORK LIFT,15,27,28,30,23,28,39,37,30,44,29,32,362
calendar,2005,26,GOODS CARRIER,29656,27783,32057,26703,22333,22029,22860,23873,27952,29548,26282,24670,315746
calendar,2005,27,HARVESTER,150,154,204,103,104,72,59,86,133,91,118,130,1404
calendar,2005,28,HEARSES,8,5,13,11,8,12,6,2,12,3,5,4,89
calendar,2005,29,LIBRARY VAN,2,0,3,0,3,2,1,0,0,1,1,0,13
calendar,2005,30,LUXURY CAB,153,225,204,252,177,228,270,244,208,155,115,150,2381
calendar,2005,31,MAXI CAB,1413,1406,1661,1444,1404,1507,1315,1346,1608,1573,1351,1513,17541
calendar,2005,32,M-CYCLE/SCOOTER,314255,322881,335603,300327,343478,338394,297831,310482,316136,376762,400065,325746,3981960
calendar,2005,33,M-CYCLE/SCOOTER-WITH SIDE CAR,149,135,164,156,561,153,109,136,194,111,150,101,2119
calendar,2005,34,MOBILE CANTEEN,4,2,2,0,2,2,3,0,7,4,2,5,33
calendar,2005,35,MOBILE CLINIC,7,4,4,6,7,8,8,9,4,9,7,7,80
calendar,2005,36,MOBILE WORKSHOP,1,3,3,5,4,4,3,2,1,2,1,4,33
calendar,2005,37,MOPED,5508,5627,6002,5177,6202,6886,6605,6570,6060,6014,7234,6910,74795
calendar,2005,38,MOTOR CAB,2552,3159,3710,2987,2532,2881,2906,2896,3159,3333,3046,3063,36224
calendar,2005,39,MOTOR CAR,80632,72954,84977,75629,77758,74925,77006,77722,80688,90300,78066,79495,950152
calendar,2005,40,MOTOR CYCLE/SCOOTER-SIDECAR(T),12,8,8,8,40,20,1,4,49,24,8,12,194
calendar,2005,41,MOTOR CYCLE/SCOOTER-USED FOR HIRE,64,63,90,86,58,29,41,55,128,184,99,88,985
calendar,2005,42,MOTOR CYCLE/SCOOTER-WITH TRAILER,0,0,0,0,0,1,0,0,1,0,1,0,3
calendar,2005,43,MOTORISED CYCLE (CC > 25CC),321,323,271,271,250,272,179,235,215,336,283,196,3152
calendar,2005,44,OMNI BUS,453,416,446,408,483,469,457,448,526,497,400,437,5440
calendar,2005,45,OMNI BUS (PRIVATE USE),2534,2378,2498,2077,2329,2309,2223,1931,1829,1941,1841,1885,25775
calendar,2005,46,POWER TILLER,7,10,15,12,9,7,4,12,5,8,10,15,114
calendar,2005,47,POWER TILLER (COMMERCIAL),22,18,27,36,44,34,34,9,10,8,14,31,287
calendar,2005,48,PRIVATE SERVICE VEHICLE,74,105,109,118,112,126,137,94,127,80,82,148,1312
calendar,2005,49,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),633,350,413,514,587,572,539,455,452,482,402,472,5871
calendar,2005,50,RECOVERY VEHICLE,23,25,20,26,19,15,15,13,23,28,16,24,247
calendar,2005,51,ROAD ROLLER,33,33,43,35,47,29,36,51,45,39,15,25,431
calendar,2005,52,SCHOOL BUS,0,0,1,0,0,0,0,0,0,2,0,0,3
calendar,2005,53,THREE WHEELER (GOODS),4880,5270,6071,4091,4695,4635,4403,4753,4917,5680,5345,5169,59909
calendar,2005,54,THREE WHEELER (PASSENGER),8471,10259,10515,8477,9277,10630,11110,11998,11464,11578,9940,9667,123386
calendar,2005,55,THREE WHEELER (PERSONAL),650,661,732,713,780,776,695,818,758,817,818,937,9155
calendar,2005,56,TOWER WAGON,1,1,7,2,1,0,0,0,0,0,0,1,13
calendar,2005,57,TOW TRUCK,11,9,11,13,11,14,7,8,12,15,9,7,127
calendar,2005,58,TRACTOR (COMMERCIAL),1396,1508,1929,1355,1388,1462,1600,1496,1435,1504,1574,2043,18690
calendar,2005,59,TRACTOR-TROLLEY(COMMERCIAL),91,92,90,54,64,59,72,68,90,84,122,174,1060
calendar,2005,60,TRAILER (AGRICULTURAL),2795,2909,3720,2919,2782,2648,2860,2574,3352,3398,3220,3762,36939
calendar,2005,61,TRAILER (COMMERCIAL),989,1132,1376,952,989,952,924,985,1017,1114,1056,1444,12930
calendar,2005,62,TRAILER FOR PERSONAL USE,15,39,38,37,34,27,24,26,34,71,24,32,401
calendar,2005,63,TREE TRIMMING VEHICLE,1,6,6,3,4,2,6,4,4,10,3,5,54
calendar,2005,64,VEHICLE FITTED WITH COMPRESSOR,55,56,77,49,60,59,54,60,57,36,45,58,666
calendar,2005,65,VEHICLE FITTED WITH GENERATOR,73,78,68,53,41,41,35,38,72,61,43,48,651
calendar,2005,66,VEHICLE FITTED WITH RIG,54,75,49,47,31,36,21,23,38,52,37,56,519
calendar,2005,67,X-RAY VAN,0,1,0,1,1,0,0,0,0,0,0,0,3
