yearType,year,serial,vehicle_class,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
calendar,2012,1,ADAPTED VEHICLE,184,197,282,215,246,259,212,240,245,278,343,327,3028
calendar,2012,2,AGRICULTURAL TRACTOR,33250,33923,37422,30526,35477,36255,37608,30523,29464,31467,34317,39066,409298
calendar,2012,3,AMBULANCE,744,586,671,599,560,574,815,1066,1127,1170,960,1106,9978
calendar,2012,4,ANIMAL AMBULANCE,1,0,2,1,4,1,2,0,1,1,9,4,26
calendar,2012,5,ARTICULATED VEHICLE,1197,1273,1486,1299,1100,847,960,1089,998,865,687,635,12436
calendar,2012,6,AUXILIARY TRAILER,3,2,4,2,3,4,0,0,0,1,1,0,20
calendar,2012,7,BREAKDOWN VAN,7,2,7,3,1,2,1,10,6,4,6,6,55
calendar,2012,8,BULLDOZER,4,3,3,2,2,3,2,0,2,6,0,0,27
calendar,2012,9,BUS,4813,4560,5563,5647,5627,6007,5874,5563,5037,4958,4949,3796,62394
calendar,2012,10,CAMPER VAN / TRAILER,13,5,9,9,8,8,5,10,7,10,10,8,102
calendar,2012,11,CAMPER VAN / TRAILER (PRIVATE USE),88,129,118,105,106,152,155,110,116,116,123,106,1424
calendar,2012,12,CASH VAN,20,46,21,20,13,16,24,21,18,46,25,35,305
calendar,2012,13,CONSTRUCTION EQUIPMENT VEHICLE,638,661,806,607,586,533,633,532,464,537,604,589,7190
calendar,2012,14,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),12,26,14,21,13,15,17,21,18,15,9,17,198
calendar,2012,15,CRANE MOUNTED VEHICLE,541,586,647,473,524,458,453,419,403,405,376,452,5737
calendar,2012,16,DUMPER,309,363,285,266,232,212,139,142,233,247,313,323,3064
calendar,2012,17,EARTH MOVING EQUIPMENT,976,982,1426,1035,1030,888,955,900,849,865,822,761,11489
calendar,2012,18,EDUCATIONAL INSTITUTION BUS,564,584,1097,861,1458,4118,2671,2029,1590,1040,685,700,17397
calendar,2012,19,E-RICKSHAW(P),4,5,4,6,2,3,3,3,1,7,4,1,43
calendar,2012,20,E-RICKSHAW WITH CART (G),0,0,1,0,0,1,0,0,1,1,0,0,4
calendar,2012,21,EXCAVATOR (COMMERCIAL),296,258,285,262,248,254,260,244,225,208,299,316,3155
calendar,2012,22,EXCAVATOR (NT),886,760,869,629,637,573,654,555,574,655,680,698,8170
calendar,2012,23,FIRE FIGHTING VEHICLE,9,19,19,21,22,28,22,29,20,26,27,28,270
calendar,2012,24,FIRE TENDERS,4,21,6,1,3,5,8,6,14,12,14,9,103
calendar,2012,25,FORK LIFT,58,70,107,57,50,46,71,40,87,56,79,56,777
calendar,2012,26,GOODS CARRIER,66723,64434,71726,61133,55800,52980,54193,53173,54917,60272,62893,55071,713315
calendar,2012,27,HARVESTER,356,473,498,312,295,241,224,210,302,304,194,228,3637
calendar,2012,28,HEARSES,9,21,13,8,17,18,25,8,7,4,6,6,142
calendar,2012,29,LIBRARY VAN,2,1,1,1,1,1,2,1,0,0,1,1,12
calendar,2012,30,LUXURY CAB,188,159,188,181,159,171,163,202,156,169,161,146,2043
calendar,2012,31,MAXI CAB,4527,4566,5166,4166,4463,4508,4723,4632,4421,4740,5058,5070,56040
calendar,2012,32,M-CYCLE/SCOOTER,1040587,1071672,1159336,1018712,1103739,1052942,1028843,998966,879152,953515,1285128,1103969,12696561
calendar,2012,33,M-CYCLE/SCOOTER-WITH SIDE CAR,1010,1257,1776,2537,3568,4540,6326,4472,2317,2463,2925,1826,35017
calendar,2012,34,MOBILE CANTEEN,5,3,8,3,5,4,3,19,3,3,2,8,66
calendar,2012,35,MOBILE CLINIC,22,3,14,8,10,5,8,6,0,4,4,2,86
calendar,2012,36,MOBILE WORKSHOP,1,3,0,1,7,2,1,3,5,1,6,3,33
calendar,2012,37,MODULAR HYDRAULIC TRAILER,5,0,0,0,0,0,1,0,0,0,0,0,6
calendar,2012,38,MOPED,45693,48621,49114,42433,43537,43638,43060,42308,40943,41908,52307,43895,537457
calendar,2012,39,MOTOR CAB,12297,11314,13035,9215,9489,9760,9839,9878,9632,11145,12029,11370,129003
calendar,2012,40,MOTOR CAR,249259,216382,283051,199115,200095,200189,206724,192062,170748,187385,237216,202880,2545106
calendar,2012,41,MOTOR CYCLE/SCOOTER-SIDECAR(T),10,4,3,5,3,6,5,10,11,16,13,12,98
calendar,2012,42,MOTOR CYCLE/SCOOTER-USED FOR HIRE,123,139,170,202,99,45,33,56,26,57,113,67,1130
calendar,2012,43,MOTORISED CYCLE (CC > 25CC),1403,1371,1517,1339,1330,1353,1323,1376,1219,1168,1491,1374,16264
calendar,2012,44,OMNI BUS,853,742,861,683,692,697,719,766,589,706,798,744,8850
calendar,2012,45,OMNI BUS (PRIVATE USE),3841,3492,4621,3587,3472,3301,3655,3765,2886,3410,3711,3465,43206
calendar,2012,46,POWER TILLER,7,1,2,0,0,5,6,1,0,3,0,1,26
calendar,2012,47,POWER TILLER (COMMERCIAL),30,30,27,50,48,41,27,16,23,15,13,15,335
calendar,2012,48,PRIVATE SERVICE VEHICLE,200,181,199,212,188,192,242,199,202,226,182,167,2390
calendar,2012,49,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),654,518,935,343,483,586,650,524,543,566,543,440,6785
calendar,2012,50,PULLER TRACTOR,2,1,0,0,4,0,0,1,0,0,0,0,8
calendar,2012,51,RECOVERY VEHICLE,41,39,31,25,35,24,40,32,25,40,40,28,400
calendar,2012,52,ROAD ROLLER,19,13,24,5,11,21,13,2,14,32,14,9,177
calendar,2012,53,SCHOOL BUS,1,2,0,0,1,0,3,2,2,1,1,1,14
calendar,2012,54,SEMI-TRAILER (COMMERCIAL),1,0,0,0,0,0,0,1,0,0,0,0,2
calendar,2012,55,SNORKED LADDERS,0,0,0,0,0,0,0,0,1,0,0,0,1
calendar,2012,56,THREE WHEELER (GOODS),7488,7199,7582,6110,6606,6333,6634,6166,6247,6403,7523,6197,80488
calendar,2012,57,THREE WHEELER (PASSENGER),31968,31160,32759,25274,29019,31365,34222,32505,34134,37107,42456,34907,396876
calendar,2012,58,THREE WHEELER (PERSONAL),1858,1359,1737,1080,1187,1454,1408,1185,1423,1220,1470,1100,16481
calendar,2012,59,TOWER WAGON,0,4,1,1,2,1,1,0,1,2,3,1,17
calendar,2012,60,TOW TRUCK,34,12,63,30,13,14,6,11,10,21,21,15,250
calendar,2012,61,TRACTOR (COMMERCIAL),5294,5974,6537,5138,5400,5245,5720,4926,5126,5103,6334,6711,67508
calendar,2012,62,TRACTOR-TROLLEY(COMMERCIAL),104,91,206,74,100,98,109,132,136,82,113,184,1429
calendar,2012,63,TRAILER (AGRICULTURAL),5091,5271,5781,4053,4633,6193,5094,4963,4018,3594,3478,3779,55948
calendar,2012,64,TRAILER (COMMERCIAL),3468,3876,4251,3047,2983,2778,2764,2598,2677,2577,2655,3087,36761
calendar,2012,65,TRAILER FOR PERSONAL USE,56,97,122,176,200,176,180,299,47,20,8,24,1405
calendar,2012,66,TREE TRIMMING VEHICLE,2,0,2,0,1,1,0,0,5,0,1,1,13
