yearType,year,serial,state,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
calendar,2025,1,ANDAMAN & NICOBAR ISLAND,719,636,673,710,788,774,886,797,739,1040,899,999,9660
calendar,2025,2,ANDHRA PRADESH,64773,72514,65427,74817,66155,66843,65712,70242,51369,135133,129823,63182,925990
calendar,2025,3,ARUNACHAL PRADESH,2925,2646,2849,3311,3305,3496,4166,3803,3041,3976,3589,3431,40538
calendar,2025,4,ASSAM,60206,46906,54742,47183,43347,43224,43522,43254,51993,65977,46809,48368,595531
calendar,2025,5,BIHAR,92615,102891,114994,134416,151894,118203,95710,80611,57201,237770,227197,93659,1507161
calendar,2025,6,CHANDIGARH,4228,3164,4218,3887,3487,3890,4336,3948,4311,6250,5071,4152,50942
calendar,2025,7,CHHATTISGARH,68435,57964,59777,55786,51188,52663,49865,47249,48843,132942,69227,45063,739002
calendar,2025,8,DELHI,75047,50174,59675,58860,69450,58377,67426,61633,60488,114790,88942,53195,818057
calendar,2025,9,GOA,8081,6198,7789,6138,4926,5278,5480,8146,7287,11375,8084,7574,86356
calendar,2025,10,GUJARAT,164951,126622,138388,140167,134077,141091,152354,181916,173948,333821,233244,169519,2090098
calendar,2025,11,HARYANA,99749,72822,78780,82226,80197,81024,79556,77361,71640,148374,131217,78271,1081217
calendar,2025,12,HIMACHAL PRADESH,14258,10922,11070,12093,12505,12319,11522,11459,7799,13850,27611,17370,162778
calendar,2025,13,JAMMU AND KASHMIR,13170,11733,14566,16448,14483,14581,18010,15252,14441,27772,15725,14147,190328
calendar,2025,14,JHARKHAND,47112,43559,52123,61533,58316,52788,44897,42143,45980,115170,69014,46509,679144
calendar,2025,15,KARNATAKA,171942,131548,158664,147498,150366,143418,135800,164320,139505,256784,181730,131409,1912984
calendar,2025,16,KERALA,74385,56456,66955,65413,69786,66506,68627,87855,74900,99232,78467,79354,887936
calendar,2025,17,LADAKH,246,137,211,296,567,595,504,359,231,444,343,367,4300
calendar,2025,18,LAKSHADWEEP,49,135,135,126,105,100,57,41,50,39,68,104,1009
calendar,2025,19,MADHYA PRADESH,138268,116872,138867,145359,136377,106708,103164,104089,105252,317372,184203,102872,1699403
calendar,2025,20,MAHARASHTRA,289736,198190,266997,277172,229853,218602,232078,239687,211049,448967,408255,267812,3288398
calendar,2025,21,MANIPUR,2142,2758,2183,2936,1278,3065,2649,4629,2988,3900,3344,3776,35648
calendar,2025,22,MEGHALAYA,3819,2972,3496,3460,3420,3277,3784,3467,3700,4942,4107,3249,43693
calendar,2025,23,MIZORAM,2404,2192,2570,2875,2540,2332,2514,2302,2595,2814,2512,2685,30335
calendar,2025,24,NAGALAND,2354,2372,2152,2551,2293,2014,2514,2037,2180,1205,3145,2109,26926
calendar,2025,25,ODISHA,69879,68618,80586,71044,68692,68074,60189,56449,70122,136368,73502,70632,894155
calendar,2025,26,PUDUCHERRY,7681,5409,5623,6075,5723,5938,6351,5332,5141,7347,5781,5658,72059
calendar,2025,27,PUNJAB,63935,57270,61347,54303,57416,53894,62185,55773,48905,94111,122467,70001,801607
calendar,2025,28,RAJASTHAN,127775,102967,116924,125929,118908,108860,112577,113102,107316,300943,252734,100473,1688508
calendar,2025,29,SIKKIM,733,884,874,901,965,813,986,800,906,1007,984,839,10692
calendar,2025,30,TAMIL NADU,209842,161631,157297,167034,146506,168983,180295,168141,154083,231186,197845,175660,2118503
calendar,2025,31,TELANGANA,88677,73798,79152,79108,79762,79140,80009,79783,76388,103000,119037,93088,1030942
calendar,2025,32,TRIPURA,4865,4763,5069,4303,4008,4608,4325,3867,3816,5874,5469,5001,55968
calendar,2025,33,UT OF DNH AND DD,2649,1894,1852,2482,1757,1526,2034,1966,1805,2526,3759,2913,27163
calendar,2025,34,UTTARAKHAND,22721,19148,19259,24222,24021,21115,21436,19717,17988,42894,43995,19253,295769
calendar,2025,35,UTTAR PRADESH,312894,290686,304373,405724,408429,289088,246919,227814,212991,611281,558087,232300,4100586
calendar,2025,36,WEST BENGAL,97166,87629,95023,110458,109258,101314,90965,77848,90048,149907,144993,131771,1286380
