yearType,year,serial,vehicle_class,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
calendar,2026,22,EXCAVATOR (NT),530,505,370,309,223,87,,,,,,,2024
calendar,2026,23,FIRE FIGHTING VEHICLE,39,72,54,105,57,26,,,,,,,353
calendar,2026,24,FIRE TENDERS,50,51,41,149,51,11,,,,,,,353
calendar,2026,25,FORK LIFT,72,107,105,99,98,54,,,,,,,535
calendar,2026,26,GOODS CARRIER,97540,89028,89595,84054,67905,31164,,,,,,,459286
calendar,2026,27,HARVESTER,2171,2562,2792,1532,1300,495,,,,,,,10852
calendar,2026,28,HEARSES,25,20,17,18,12,9,,,,,,,101
calendar,2026,29,LIBRARY VAN,1,1,2,1,1,1,,,,,,,7
calendar,2026,30,LUXURY CAB,47,61,92,49,79,35,,,,,,,363
calendar,2026,31,MAXI CAB,2489,3010,3339,3535,2699,1219,,,,,,,16291
calendar,2026,32,M-CYCLE/SCOOTER,1870826,1719372,1971685,1934375,1797142,704677,,,,,,,9998077
calendar,2026,33,M-CYCLE/SCOOTER-WITH SIDE CAR,460,430,459,631,621,239,,,,,,,2840
calendar,2026,34,MOBILE CANTEEN,2,3,9,5,2,0,,,,,,,21
calendar,2026,35,MOBILE CLINIC,27,15,24,30,23,12,,,,,,,131
calendar,2026,36,MOBILE WORKSHOP,4,3,6,4,2,0,,,,,,,19
calendar,2026,37,MOPED,34493,32493,35241,32185,31313,13187,,,,,,,178912
calendar,2026,38,MOTOR CAB,31411,34087,35430,32840,28799,14301,,,,,,,176868
calendar,2026,39,MOTOR CAR,509196,377988,429483,390894,374767,140426,,,,,,,2222754
calendar,2026,40,MOTOR CARAVAN,0,1,0,0,0,0,,,,,,,1
calendar,2026,41,MOTOR CYCLE/SCOOTER-SIDECAR(T),7,11,2,5,2,1,,,,,,,28
calendar,2026,42,MOTOR CYCLE/SCOOTER-USED FOR HIRE,2738,2844,2967,3665,3090,1222,,,,,,,16526
calendar,2026,43,MOTORISED CYCLE (CC > 25CC),14082,13636,15537,17872,16688,6562,,,,,,,84377
calendar,2026,44,OMNI BUS,497,530,498,672,595,880,,,,,,,3672
calendar,2026,45,OMNI BUS (PRIVATE USE),1260,1305,824,561,547,230,,,,,,,4727
calendar,2026,46,POWER TILLER,0,0,1,0,1,0,,,,,,,2
calendar,2026,47,PRIVATE SERVICE VEHICLE,366,431,479,396,359,150,,,,,,,2181
calendar,2026,48,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),211,170,174,206,161,59,,,,,,,981
calendar,2026,49,PULLER TRACTOR,6,6,2,7,3,1,,,,,,,25
calendar,2026,50,QUADRICYCLE (COMMERCIAL),1,0,0,1,0,0,,,,,,,2
calendar,2026,51,QUADRICYCLE (PRIVATE),2,1,0,0,0,0,,,,,,,3
calendar,2026,52,RECOVERY VEHICLE,37,26,29,34,28,14,,,,,,,168
calendar,2026,53,ROAD ROLLER,20,19,23,16,23,8,,,,,,,109
calendar,2026,54,SCHOOL BUS,25,18,147,182,138,148,,,,,,,658
calendar,2026,55,SEMI-TRAILER (COMMERCIAL),17,38,61,0,9,62,,,,,,,187
calendar,2026,56,THREE WHEELER (GOODS),14855,15054,14610,13754,13484,5694,,,,,,,77451
calendar,2026,57,THREE WHEELER (PASSENGER),63383,63331,61828,60354,60667,25821,,,,,,,335384
calendar,2026,58,THREE WHEELER (PERSONAL),125,108,118,111,102,49,,,,,,,613
calendar,2026,59,TOWER WAGON,1,4,0,1,1,0,,,,,,,7
calendar,2026,60,TOW TRUCK,11,16,11,11,8,8,,,,,,,65
calendar,2026,61,TRACTOR (COMMERCIAL),6557,6898,6723,5860,5877,2970,,,,,,,34885
calendar,2026,62,TRACTOR-TROLLEY(COMMERCIAL),467,357,196,310,333,98,,,,,,,1761
calendar,2026,63,TRAILER (AGRICULTURAL),5917,5524,5072,4535,2976,1641,,,,,,,25665
calendar,2026,64,TRAILER (COMMERCIAL),2505,2890,2296,1948,1352,622,,,,,,,11613
calendar,2026,65,TRAILER FOR PERSONAL USE,0,1,7,2,0,0,,,,,,,10
calendar,2026,66,TREE TRIMMING VEHICLE,0,1,0,0,0,0,,,,,,,1
calendar,2026,67,VEHICLE FITTED WITH COMPRESSOR,25,13,19,11,9,9,,,,,,,86
calendar,2026,68,VEHICLE FITTED WITH GENERATOR,11,7,17,15,9,6,,,,,,,65
calendar,2026,69,VEHICLE FITTED WITH RIG,45,45,37,57,19,9,,,,,,,212
calendar,2026,70,VINTAGE MOTOR VEHICLE,0,0,1,0,1,0,,,,,,,2
calendar,2026,71,X-RAY VAN,0,0,0,1,0,0,,,,,,,1
