yearType,year,serial,vehicle_class,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
calendar,2024,25,FIRE TENDERS,38,27,60,31,28,35,65,88,26,29,10,65,502
calendar,2024,26,FORK LIFT,99,141,139,133,137,123,172,117,138,139,125,150,1613
calendar,2024,27,GOODS CARRIER,77065,73672,74355,73004,65515,56147,62801,59347,60617,80080,68334,58303,809240
calendar,2024,28,HARVESTER,827,1283,1514,895,935,625,611,842,1119,1216,1018,1048,11933
calendar,2024,29,HEARSES,22,16,13,11,13,11,8,14,32,13,53,14,220
calendar,2024,30,LIBRARY VAN,1,1,1,0,1,0,0,0,0,1,0,0,5
calendar,2024,31,LUXURY CAB,68,84,171,138,81,71,58,105,78,71,43,46,1014
calendar,2024,32,MAXI CAB,1987,2253,2391,2260,2323,2119,2701,2462,1891,2189,1850,1551,25977
calendar,2024,33,M-CYCLE/SCOOTER,1479425,1460304,1545739,1650461,1549428,1391178,1465173,1351337,1221363,2072628,2644236,1221418,19052690
calendar,2024,34,M-CYCLE/SCOOTER-WITH SIDE CAR,553,454,609,664,554,493,665,470,369,541,881,322,6575
calendar,2024,35,MOBILE CANTEEN,15,8,10,0,0,2,0,7,3,4,1,1,51
calendar,2024,36,MOBILE CLINIC,15,123,20,76,26,13,16,14,27,20,7,18,375
calendar,2024,37,MOBILE WORKSHOP,4,3,9,3,3,2,7,4,4,11,3,2,55
calendar,2024,38,MODULAR HYDRAULIC TRAILER,7,4,0,0,0,0,0,0,0,0,3,2,16
calendar,2024,39,MOPED,28978,29089,29552,30830,31092,28226,32112,30983,26030,42124,44495,23984,377495
calendar,2024,40,MOTOR CAB,29758,24995,27532,25648,25807,23775,27453,26002,23415,29049,22844,18113,304391
calendar,2024,41,MOTOR CAR,389600,322417,310767,327682,295084,275614,312790,302936,268440,480948,323030,289954,3899262
calendar,2024,42,MOTOR CARAVAN,0,0,0,0,1,0,0,0,0,0,1,1,3
calendar,2024,43,MOTOR CYCLE/SCOOTER-SIDECAR(T),16,9,24,10,10,5,4,6,8,13,4,4,113
calendar,2024,44,MOTOR CYCLE/SCOOTER-USED FOR HIRE,1210,1216,1724,1242,1791,1839,1754,1845,2641,2710,2217,2448,22637
calendar,2024,45,MOTOR CYCLE/SCOOTER-WITH TRAILER,0,0,30,0,0,0,0,0,0,0,0,0,30
calendar,2024,46,MOTORISED CYCLE (CC > 25CC),16142,16330,18102,18102,15670,14939,15085,12675,11867,18064,22392,9441,188809
calendar,2024,47,OMNI BUS,416,418,536,523,574,467,548,466,413,518,376,384,5639
calendar,2024,48,OMNI BUS (PRIVATE USE),707,673,700,620,624,543,730,705,631,1198,673,631,8435
calendar,2024,49,POWER TILLER,0,0,0,0,0,0,0,0,1,0,0,0,1
calendar,2024,50,PRIVATE SERVICE VEHICLE,310,431,331,432,414,479,491,379,352,429,372,372,4792
calendar,2024,51,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),161,151,208,197,145,135,146,122,146,132,123,89,1755
calendar,2024,52,PULLER TRACTOR,0,0,0,0,0,0,5,1,0,0,5,2,13
calendar,2024,53,QUADRICYCLE (COMMERCIAL),44,21,23,29,22,10,17,25,22,10,19,10,252
calendar,2024,54,QUADRICYCLE (PRIVATE),5,3,6,3,0,4,4,2,3,3,4,3,40
calendar,2024,55,RECOVERY VEHICLE,24,26,12,15,24,15,13,19,15,18,17,28,226
calendar,2024,56,ROAD ROLLER,27,42,29,11,20,16,13,15,10,10,22,21,236
calendar,2024,57,SCHOOL BUS,0,0,0,0,0,2,44,5,11,2,0,0,64
calendar,2024,58,SEMI-TRAILER (COMMERCIAL),0,0,20,18,27,11,11,19,26,32,1,9,174
calendar,2024,59,SNORKED LADDERS,0,1,0,0,0,2,0,1,0,2,0,0,6
calendar,2024,60,THREE WHEELER (GOODS),11477,11732,15240,9689,10396,9549,10919,9229,9730,13533,11858,9663,133015
calendar,2024,61,THREE WHEELER (PASSENGER),47230,46355,50642,37206,45877,45933,54394,51084,52224,63960,55275,40154,590334
calendar,2024,62,THREE WHEELER (PERSONAL),61,77,105,68,82,99,76,90,89,95,83,70,995
calendar,2024,63,TOWER WAGON,5,6,4,8,4,1,6,7,5,0,1,3,50
calendar,2024,64,TOW TRUCK,4,12,14,4,10,9,9,7,8,10,9,9,105
calendar,2024,65,TRACTOR (COMMERCIAL),5369,5804,5724,4853,5837,6133,7143,5248,4969,6759,6661,6285,70785
calendar,2024,66,TRACTOR-TROLLEY(COMMERCIAL),911,909,457,236,320,223,173,153,280,137,274,471,4544
calendar,2024,67,TRAILER (AGRICULTURAL),4185,4487,4438,3775,3834,3509,3211,3150,3192,5380,4150,4188,47499
calendar,2024,68,TRAILER (COMMERCIAL),1946,2208,2029,1681,1591,1572,1589,1574,1623,2274,2940,2080,23107
calendar,2024,69,TRAILER FOR PERSONAL USE,0,1,1,0,0,1,1,0,4,10,0,0,18
calendar,2024,70,TREE TRIMMING VEHICLE,0,3,0,0,0,0,0,0,0,1,0,1,5
calendar,2024,71,VEHICLE FITTED WITH COMPRESSOR,13,19,13,16,14,14,18,12,32,13,19,10,193
calendar,2024,72,VEHICLE FITTED WITH GENERATOR,11,6,21,15,11,7,10,9,9,12,7,5,123
calendar,2024,73,VEHICLE FITTED WITH RIG,29,38,47,40,29,26,49,37,39,45,30,46,455
calendar,2024,74,X-RAY VAN,1,0,0,0,0,0,0,0,0,0,0,0,1
