yearType,year,serial,vehicle_class,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
calendar,2009,21,E-RICKSHAW WITH CART (G),0,0,0,0,0,1,0,2,1,0,0,0,4
calendar,2009,22,EXCAVATOR (COMMERCIAL),105,117,113,113,129,121,121,123,127,124,204,192,1589
calendar,2009,23,EXCAVATOR (NT),266,231,292,213,271,262,282,294,342,347,402,432,3634
calendar,2009,24,FIRE FIGHTING VEHICLE,8,33,15,23,30,16,34,10,45,27,26,30,297
calendar,2009,25,FIRE TENDERS,6,4,4,11,14,1,2,6,14,3,6,3,74
calendar,2009,26,FORK LIFT,52,58,72,27,38,48,63,60,52,80,67,49,666
calendar,2009,27,GOODS CARRIER,22955,26690,32798,29875,28892,30228,33549,30574,35741,41306,36968,33766,383342
calendar,2009,28,HARVESTER,480,626,689,485,383,390,322,341,425,337,223,294,4995
calendar,2009,29,HEARSES,8,4,9,6,4,11,7,3,6,3,3,3,67
calendar,2009,30,LIBRARY VAN,0,2,1,1,1,0,1,3,2,2,1,1,15
calendar,2009,31,LUXURY CAB,141,132,170,157,150,170,197,148,152,204,145,144,1910
calendar,2009,32,MAXI CAB,1804,1749,2029,1992,1940,1923,2295,1998,2236,2532,2366,2385,25249
calendar,2009,33,M-CYCLE/SCOOTER,554888,510921,525880,510011,552383,580139,588537,539551,541442,732262,642039,575102,6853155
calendar,2009,34,M-CYCLE/SCOOTER-WITH SIDE CAR,108,179,242,180,189,272,193,223,778,4220,2417,1315,10316
calendar,2009,35,MOBILE CANTEEN,4,5,3,2,10,11,5,2,5,6,1,3,57
calendar,2009,36,MOBILE CLINIC,47,73,30,38,10,7,5,15,3,7,4,3,242
calendar,2009,37,MOBILE WORKSHOP,1,2,4,2,0,4,2,2,1,2,6,2,28
calendar,2009,38,MODULAR HYDRAULIC TRAILER,0,0,0,0,0,1,0,0,0,0,0,1,2
calendar,2009,39,MOPED,20659,20496,21041,21294,20542,25600,28784,24169,24876,29936,29647,26082,293126
calendar,2009,40,MOTOR CAB,4916,4702,5758,5262,5233,5517,5963,5733,5880,7049,6320,5980,68313
calendar,2009,41,MOTOR CAR,142268,122391,136466,126366,128326,132041,135702,134143,140251,178379,147841,136516,1660690
calendar,2009,42,MOTOR CARAVAN,0,0,0,0,0,0,0,0,0,1,1,0,2
calendar,2009,43,MOTOR CYCLE/SCOOTER-SIDECAR(T),7,6,12,4,5,4,2,12,6,13,2,4,77
calendar,2009,44,MOTOR CYCLE/SCOOTER-USED FOR HIRE,154,107,160,89,31,30,34,84,101,227,210,270,1497
calendar,2009,45,MOTORISED CYCLE (CC > 25CC),75,60,94,68,74,104,77,204,322,431,359,364,2232
calendar,2009,46,OMNI BUS,381,406,462,483,497,533,540,421,472,514,400,460,5569
calendar,2009,47,OMNI BUS (PRIVATE USE),2328,2410,2744,2446,2488,2379,2558,2141,2156,3142,2822,2407,30021
calendar,2009,48,POWER TILLER,24,21,19,23,34,47,36,34,22,33,20,24,337
calendar,2009,49,POWER TILLER (COMMERCIAL),32,37,47,55,36,44,21,24,25,19,31,33,404
calendar,2009,50,PRIVATE SERVICE VEHICLE,194,110,273,186,137,195,184,144,136,153,157,170,2039
calendar,2009,51,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),439,420,574,504,452,552,655,698,545,591,501,581,6512
calendar,2009,52,PULLER TRACTOR,0,0,0,0,0,3,0,0,1,1,0,0,5
calendar,2009,53,RECOVERY VEHICLE,20,22,14,18,19,26,31,31,30,20,22,20,273
calendar,2009,54,ROAD ROLLER,20,2,29,19,14,10,18,27,13,18,42,19,231
calendar,2009,55,SCHOOL BUS,0,0,1,1,0,1,0,0,0,0,0,0,3
calendar,2009,56,THREE WHEELER (GOODS),3983,4173,4718,3849,4376,4742,4866,4529,4304,5410,4694,4088,53732
calendar,2009,57,THREE WHEELER (PASSENGER),16881,18822,20608,15975,19258,22477,24634,22904,22364,25985,23765,22456,256129
calendar,2009,58,THREE WHEELER (PERSONAL),1265,1203,1217,1050,1345,1535,1520,1572,1342,1733,1490,1359,16631
calendar,2009,59,TOWER WAGON,0,0,0,2,2,2,0,0,7,1,2,0,16
calendar,2009,60,TOW TRUCK,11,8,15,6,11,7,12,7,10,6,12,11,116
calendar,2009,61,TRACTOR (COMMERCIAL),2458,2827,3576,2569,2626,2861,3261,2762,2930,3205,3570,3575,36220
calendar,2009,62,TRACTOR-TROLLEY(COMMERCIAL),38,33,47,26,55,48,48,42,49,45,64,39,534
calendar,2009,63,TRAILER (AGRICULTURAL),2984,3308,3901,2945,3057,3117,3295,3021,3039,3066,3289,2988,38010
calendar,2009,64,TRAILER (COMMERCIAL),1719,2096,2831,2010,1880,1892,2133,1904,2089,2331,2313,2412,25610
calendar,2009,65,TRAILER FOR PERSONAL USE,53,40,55,39,49,39,63,33,71,43,49,45,579
calendar,2009,66,TREE TRIMMING VEHICLE,3,11,5,8,4,0,3,1,6,0,2,5,48
calendar,2009,67,VEHICLE FITTED WITH COMPRESSOR,47,50,53,48,36,55,72,45,62,71,58,49,646
calendar,2009,68,VEHICLE FITTED WITH GENERATOR,36,32,51,21,37,24,36,28,35,38,35,30,403
calendar,2009,69,VEHICLE FITTED WITH RIG,43,56,57,68,50,72,108,121,158,130,120,115,1098
calendar,2009,70,VINTAGE MOTOR VEHICLE,0,0,0,0,0,1,0,0,0,0,0,0,1
calendar,2009,71,X-RAY VAN,0,0,1,1,0,0,0,0,1,0,0,0,3
