yearType,year,serial,vehicle_class,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
calendar,2016,26,GOODS CARRIER,54374,58947,60887,53138,53594,51730,43659,44987,49317,54663,53754,40845,619895
calendar,2016,27,HARVESTER,460,664,646,362,330,342,212,301,391,387,387,444,4926
calendar,2016,28,HEARSES,3,12,10,6,11,6,6,8,11,7,5,13,98
calendar,2016,29,LIBRARY VAN,3,0,1,0,0,1,0,0,0,1,0,0,6
calendar,2016,30,LUXURY CAB,980,864,550,486,379,291,178,193,193,202,242,606,5164
calendar,2016,31,MAXI CAB,3362,3375,3736,3201,3216,3350,3132,3217,3100,3164,3002,2446,38301
calendar,2016,32,M-CYCLE/SCOOTER,1299437,1343342,1346618,1362009,1460210,1430614,1327907,1282022,1265900,1545595,1725689,1198849,16588192
calendar,2016,33,M-CYCLE/SCOOTER-WITH SIDE CAR,1015,1127,919,1234,1175,925,1196,1205,980,1350,1835,591,13552
calendar,2016,34,MOBILE CANTEEN,1,3,2,1,4,1,2,2,0,5,4,1,26
calendar,2016,35,MOBILE CLINIC,2,3,8,10,10,4,11,10,18,10,5,8,99
calendar,2016,36,MOBILE WORKSHOP,3,6,5,1,6,11,4,4,5,2,2,4,53
calendar,2016,37,MOPED,46455,51651,48220,43145,45989,48302,42755,43693,42374,47275,56612,39557,556028
calendar,2016,38,MOTOR CAB,15012,14098,14154,13053,14343,15496,14902,16895,17652,17770,14941,12509,180825
calendar,2016,39,MOTOR CAR,265607,226945,231063,215368,227089,214224,211223,223975,209812,276885,243995,203006,2749192
calendar,2016,40,MOTOR CARAVAN,0,0,0,0,0,0,0,1,0,0,0,0,1
calendar,2016,41,MOTOR CYCLE/SCOOTER-SIDECAR(T),14,15,15,16,17,7,5,16,10,11,6,6,138
calendar,2016,42,MOTOR CYCLE/SCOOTER-USED FOR HIRE,216,305,245,154,202,140,173,260,226,322,321,240,2804
calendar,2016,43,MOTOR CYCLE/SCOOTER-WITH TRAILER,0,0,1,0,0,0,0,0,0,0,0,0,1
calendar,2016,44,MOTORISED CYCLE (CC > 25CC),1842,2195,1887,1124,994,757,652,447,533,511,654,541,12137
calendar,2016,45,OMNI BUS,304,418,398,354,341,369,324,327,374,379,335,376,4299
calendar,2016,46,OMNI BUS (PRIVATE USE),3731,3251,3348,2986,2831,2900,2763,2696,3072,3013,3235,2723,36549
calendar,2016,47,POWER TILLER,1,2,0,1,0,0,0,0,1,0,1,0,6
calendar,2016,48,POWER TILLER (COMMERCIAL),72,60,60,65,59,67,92,41,46,22,31,33,648
calendar,2016,49,PRIVATE SERVICE VEHICLE,244,229,252,267,241,273,180,228,152,233,165,155,2619
calendar,2016,50,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),452,380,367,320,339,366,327,435,398,484,387,260,4515
calendar,2016,51,PULLER TRACTOR,0,0,0,11,0,0,0,0,0,0,0,1,12
calendar,2016,52,RECOVERY VEHICLE,21,12,13,21,14,21,22,27,20,10,25,26,232
calendar,2016,53,ROAD ROLLER,11,17,35,15,9,20,21,14,19,33,31,29,254
calendar,2016,54,SCHOOL BUS,2,0,1,0,2,3,3,4,3,0,0,1,19
calendar,2016,55,SEMI-TRAILER (COMMERCIAL),0,0,0,0,0,0,3,0,1,0,0,16,20
calendar,2016,56,SNORKED LADDERS,0,0,3,0,0,0,0,0,0,0,1,0,4
calendar,2016,57,THREE WHEELER (GOODS),7643,8135,8189,7002,7844,8031,6839,6974,7472,8744,8243,6522,91638
calendar,2016,58,THREE WHEELER (PASSENGER),37547,38679,43228,39264,39593,42090,37076,37964,38753,40381,33804,24753,453132
calendar,2016,59,THREE WHEELER (PERSONAL),224,245,251,184,186,216,241,232,235,199,197,139,2549
calendar,2016,60,TOWER WAGON,3,1,4,0,1,6,2,2,2,0,2,2,25
calendar,2016,61,TOW TRUCK,5,6,9,11,7,5,7,8,8,4,16,8,94
calendar,2016,62,TRACTOR (COMMERCIAL),6825,8045,9309,6717,7390,8545,9054,8405,7795,8044,9031,9934,99094
calendar,2016,63,TRACTOR-TROLLEY(COMMERCIAL),83,72,78,71,69,108,126,437,692,421,393,565,3115
calendar,2016,64,TRAILER (AGRICULTURAL),8445,6092,6429,4686,5419,6266,6449,4633,4941,5004,4521,6048,68933
calendar,2016,65,TRAILER (COMMERCIAL),4209,5223,5755,4415,4628,4975,5044,4866,4665,4607,4822,5483,58692
calendar,2016,66,TRAILER FOR PERSONAL USE,876,75,63,62,154,175,464,63,95,162,180,406,2775
calendar,2016,67,TREE TRIMMING VEHICLE,1,0,1,0,1,0,0,0,1,0,0,0,4
calendar,2016,68,VEHICLE FITTED WITH COMPRESSOR,88,77,93,73,65,56,47,37,42,83,64,60,785
calendar,2016,69,VEHICLE FITTED WITH GENERATOR,16,19,23,23,17,20,27,18,19,13,13,9,217
calendar,2016,70,VEHICLE FITTED WITH RIG,232,215,272,195,165,156,129,198,204,191,226,170,2353
