station_id,station_name,city,frequency,listed_files,first_year,last_year,status
site_5774,"Vijay Nagar, Sangli - MPCB",Adi,8H,4,2017,2025,success
site_5587,"Bardowali, Agartala - Tripura SPCB",Agartala,8H,9,2017,2025,success
site_5377,"Kunjaban, Agartala - Tripura SPCB",Agartala,8H,9,2017,2025,success
site_5464,"Manoharpur, Agra - UPPCB",Agra,8H,9,2017,2025,success
site_307,"Sanjay Palace, Agra - UPPCB",Agra,8H,10,2016,2025,success
site_5465,"Sector-3B Avas Vikas Colony, Agra - UPPCB",Agra,8H,9,2017,2025,success
site_5501,"Shahjahan Garden, Agra - UPPCB",Agra,8H,9,2017,2025,success
site_5463,"Shastripuram, Agra - UPPCB",Agra,8H,9,2017,2025,success
site_5785,"Tarakpur, Ahmednagar - MPCB",Ahilyanagar,8H,4,2017,2025,success
site_5453,"Chandkheda, Ahmedabad - IITM",Ahmedabad,8H,9,2017,2025,success
site_5450,"Gyaspur, Ahmedabad - IITM",Ahmedabad,8H,9,2017,2025,success
site_308,"Maninagar, Ahmedabad - GPCB",Ahmedabad,8H,15,2011,2025,success
site_5067,"Phase-4 GIDC, Vatva - GPCB",Ahmedabad,8H,9,2017,2025,success
site_5452,"Raikhad, Ahmedabad - IITM",Ahmedabad,8H,9,2017,2025,success
site_5451,"Rakhial, Ahmedabad - IITM",Ahmedabad,8H,9,2017,2025,success
site_5454,"SAC ISRO Bopal, Ahmedabad - IITM",Ahmedabad,8H,9,2017,2025,success
site_5455,"SAC ISRO Satellite, Ahmedabad - IITM",Ahmedabad,8H,9,2017,2025,success
site_5456,"SVPI Airport Hansol, Ahmedabad - IITM",Ahmedabad,8H,9,2017,2025,success
site_5449,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",Ahmedabad,8H,9,2017,2025,success
site_5346,"Sikulpuikawn, Aizawl - Mizoram PCB",Aizawl,8H,9,2017,2025,success
site_1392,"Civil Lines,  Ajmer - RSPCB",Ajmer,8H,9,2017,2025,success
site_5784,"Ramdaspeth, Akola - MPCB",Akola,8H,4,2017,2025,success
site_5653,"Siltara Phase-II, Raipur - CECB",Akoli-2,8H,9,2017,2025,success
site_5814,"Kherwadi_Bandra East, Mumbai - MPCB",Aliyawar,8H,4,2017,2025,success
site_1390,"Moti Doongri, Alwar - RSPCB",Alwar,8H,9,2017,2025,success
site_5052,"Patti Mehar, Ambala - HSPCB",Ambala,8H,9,2017,2025,success
site_6073,"Chinchpada, Ambernath - MPCB",Ambernath,8H,1,2025,2025,success
site_5786,"Shivneri Colony, Amravati - MPCB",Amravati,8H,4,2017,2025,success
site_5787,"Shri Shivaji Science College, Amravati - MPCB",Amravati,8H,1,2025,2025,success
site_256,"Golden Temple, Amritsar - PPCB",Amritsar,8H,9,2017,2025,success
site_5632,"Gulzarpet, Anantapur - APPCB",Anantapur,8H,9,2017,2025,success
site_5939,"Hakimapada, Angul - OSPCB",Angul,8H,3,2023,2025,success
site_5065,"GIDC, Ankleshwar - GPCB",Ankleshwar,8H,9,2017,2025,success
site_5539,"Kharahiya Basti, Araria - BSPCB",Araria,8H,9,2017,2025,success
site_5538,"New DM Office, Arrah - BSPCB",Arrah,8H,9,2017,2025,success
site_293,"Alandur Bus Depot, Chennai - CPCB",Arul Nagar,8H,15,2011,2025,success
site_1418,"Asansol Court Area, Asansol - WBPCB",Asansol,8H,9,2017,2025,success
site_5985,"Evelyn Lodge, Asansol - WBPCB",Asansol,8H,2,2024,2025,success
site_5544,"Gurdeo Nagar, Aurangabad - BSPCB",Aurangabad,8H,9,2017,2025,success
site_5666,"Vaikuntapuram, Tirupati - APPCB",Avilali,8H,9,2017,2025,success
site_5586,"HIMUDA Complex Phase-1, Baddi - HPPCB",Baddi,8H,9,2017,2025,success
site_5798,"Katrap, Badlapur - MPCB",Badlapur,8H,4,2017,2025,success
site_5264,"Vidayagiri, Bagalkot - KSPCB",Bagalkot,8H,9,2017,2025,success
site_5045,"Arya Nagar, Bahadurgarh - HSPCB",Bahadurgarh,8H,9,2017,2025,success
site_5585,"Sardar Patel Inter College, Baghpat - UPPCB",Bali,8H,9,2017,2025,success
site_5344,"Teri Gram, Gurugram - HSPCB",Bandhwari,8H,9,2017,2025,success
site_5711,"Rati Talai, Banswara - RSPCB",Banswara,8H,4,2017,2025,success
site_5775,"Bamboliya, Baran - RSPCB",Baran,8H,4,2017,2025,success
site_5541,"Mayaganj, Bhagalpur - BSPCB",Barari,8H,9,2017,2025,success
site_5938,"Forest Office, Barbil - OSPCB",Barbil,8H,3,2023,2025,success
site_5628,"Civil Lines, Bareilly - UPPCB",Bareilly,8H,9,2017,2025,success
site_5601,"Rajendra Nagar, Bareilly - UPPCB",Bareilly,8H,9,2017,2025,success
site_5670,"Meher Colony, Baripada - OSPCB",Baripada,8H,9,2017,2025,success
site_5714,"Railway Colony, Barmer - RSPCB",Barmer,8H,4,2017,2025,success
site_5959,"SVSPA Campus, Barrackpore - WBPCB",Barrackpore,8H,3,2023,2025,success
site_1549,"Hardev Nagar, Bathinda - PPCB",Bathinda,8H,9,2017,2025,success
site_6071,"Bir, Beed - MPCB",Beed,8H,1,2025,2025,success
site_5540,"Lohiyanagar, Begusarai - BSPCB",Begusarai,8H,1,2025,2025,success
site_5432,"Ramteerth Nagar, Belgaum - KSPCB",Belagavi,8H,9,2017,2025,success
site_162,"BTM Layout, Bengaluru - CPCB",Bengaluru,8H,15,2011,2025,success
site_164,"BWSSB Kadabesanahalli, Bengaluru - CPCB",Bengaluru,8H,14,2011,2025,success
site_1553,"Bapuji Nagar, Bengaluru - KSPCB",Bengaluru,8H,9,2017,2025,success
site_165,"City Railway Station, Bengaluru - KSPCB",Bengaluru,8H,11,2015,2025,success
site_1554,"Hebbal, Bengaluru - KSPCB",Bengaluru,8H,9,2017,2025,success
site_1555,"Hombegowda Nagar, Bengaluru - KSPCB",Bengaluru,8H,9,2017,2025,success
site_1556,"Jayanagar 5th Block, Bengaluru - KSPCB",Bengaluru,8H,9,2017,2025,success
site_5681,"Kasturi Nagar, Bengaluru - KSPCB",Bengaluru,8H,9,2017,2025,success
site_163,"Peenya, Bengaluru - CPCB",Bengaluru,8H,15,2011,2025,success
site_5678,"RVCE-Mailasandra, Bengaluru - KSPCB",Bengaluru,8H,9,2017,2025,success
site_166,"Sanegurava Halli, Bengaluru - KSPCB",Bengaluru,8H,11,2015,2025,success
site_5686,"Shivapura_Peenya, Bengaluru - KSPCB",Bengaluru,8H,9,2017,2025,success
site_1558,"Silk Board, Bengaluru - KSPCB",Bengaluru,8H,9,2017,2025,success
site_5476,"Kamalnath Nagar, Bettiah - BSPCB",Bettiah,8H,9,2017,2025,success
site_5543,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",Bhagalpur,8H,9,2017,2025,success
site_5695,"Krishna Nagar, Bharatpur - RSPCB",Bharatpur,8H,4,2017,2025,success
site_6064,"Vidhyanagar, Bhavnagar - Nexteng Enviro",Bhavnagar,8H,1,2025,2025,success
site_5660,"32Bungalows, Bhilai - CECB",Bhilai,8H,9,2017,2025,success
site_5536,"Civic Center, Bhilai - Bhilai Steel Plant",Bhilai,8H,9,2017,2025,success
site_5770,"Pratap Nagar, Bhilwara - RSPCB",Bhilwara,8H,4,2017,2025,success
site_1391,"RIICO Ind. Area III, Bhiwadi - RSPCB",Bhiwadi,8H,9,2017,2025,success
site_5982,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",Bhiwadi,8H,2,2024,2025,success
site_5813,"Gokul Nagar, Bhiwandi - MPCB",Bhiwandi,8H,4,2017,2025,success
site_5047,"H.B. Colony, Bhiwani - HSPCB",Bhiwani,8H,9,2017,2025,success
site_5708,"Idgah Hills, Bhopal - MPPCB",Bhopal,8H,4,2017,2025,success
site_5650,"Paryavaran Parisar, Bhopal - MPPCB",Bhopal,8H,9,2017,2025,success
site_1403,"Sector-D Industrial Area, Mandideep - MPPCB",Bhopal,8H,9,2017,2025,success
site_5247,"T T Nagar, Bhopal - MPPCB",Bhopal,8H,9,2017,2025,success
site_5940,"Lingraj Mandir, Bhubaneswar - OSPCB",Bhubaneswar,8H,3,2023,2025,success
site_5943,"Patia, Bhubaneswar - OSPCB",Bhubaneswar,8H,3,2023,2025,success
site_5418,"Naubad, Bidar - KSPCB",Bidar,8H,9,2017,2025,success
site_5481,"D M Colony, Bihar Sharif - BSPCB",Bihar Sharif,8H,9,2017,2025,success
site_5696,"MM Ground, Bikaner - RSPCB",Bikaner,8H,4,2017,2025,success
site_5689,"Nawapara SECL Colony, Chhal - CECB",Bilaspur Division,8H,9,2017,2025,success
site_1542,"Yamunapuram, Bulandshahr - UPPCB",Bulandshahr,8H,9,2017,2025,success
site_5771,"New Colony, Bundi - RSPCB",Bundi,8H,4,2017,2025,success
site_5542,"Charitra Van, Buxar - BSPCB",Buxar,8H,1,2025,2025,success
site_5942,"Ferro Chrome Colony, Byasanagar - OSPCB",Byasanagar,8H,3,2023,2025,success
